STANAGE (REDMIRES NO. 2),,,,,,,,,,,,
Grid ref,SK248842,Long,-1.628877,Lat,53.354107,,,,,,,
Station no,2689/6,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,,,,,,,,,,5.75,,
February,,,,,,,,,,3.15,,
March,,,,,,,,,,2.60,,
April,,,,,,,,,,2.32,,
May,,,,,,,,,,2.01,,
June,,,,,,,,,1.50,1.44,,
July,,,,,,,,,2.65,5.07,,
August,,,,,,,,,0.99,5.64,,
September,,,,,,,,,0.12,4.63,,
October,,,,,,,,,3.56,7.97,,
November,,,,,,,,,5.20,5.61,,
December,,,,,,,,,5.73,3.94,,
Total,,,,,,,,,,50.13,,
Calc annual,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19.75,50.13,,
Difference,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00,,
