LAMMERMUIR HILLS (WEST HOPES),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,NT556627,Long,-2.7108182,Lat,55.855438,Elevation,736,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,5099,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960
January,,,,1.45,2.21,4.1,3.79,2.77,5.31,1.07,3.06,2.11,2.7,2.74,2.12,1.36,5.66,4.81,3.74,8.03,1.31,2.9,4.13,3.49,2.6,4.78,2.29,3.64,6.85,1.69,1.03,3.89,2.05,0.99,2.43,2.41,2.59,3.16,2.25,1.21,4.5
February,,,,4.3,1.22,5.1,2.55,1.2,2.58,1.29,1.87,2.27,1.15,3.45,0.07,1.84,4.86,4.74,1.24,2.46,1.98,4.4,2.53,1.67,2.09,3.18,1.42,1.51,2.28,0.98,3.44,4.4,0.72,1.17,3.03,2.73,3.95,3.41,3.45,0.43,3.66
March,,,,1.57,0.49,3.2,1.77,3.37,3.93,0.25,3.09,1.45,3.52,1.24,6.37,1.63,2.6,5.49,0.44,4.11,3.3,3,1.66,1.23,0.61,0.79,3.3,4.88,1.08,1.76,2.61,4.22,1.59,0.47,2.62,1.95,1.61,2.41,2.25,0.94,1.98
April,,,,2.25,1.1,3,2.31,1.49,1.3,1.68,1.49,3.15,2.47,1.91,5.8,3.71,2.25,1.13,0.21,1.14,3.06,1.89,1.48,1.23,1.9,1.28,0.5,4.98,2.19,1.28,2.8,2.91,1.59,3.34,0.85,1.05,0.82,1.1,2.44,1.96,1.39
May,,,,2.26,4.1,3.85,3.52,1.53,1.45,2.38,1.29,2.75,2.8,1.37,3.25,1.33,1.56,3.52,3.11,1.48,2.11,2.82,2.53,4.71,3.13,4.08,1.6,4.11,1.88,1.92,1.3,3.11,1.66,2,7.04,2.1,0.68,1.8,2.59,0.4,1.43
June,,,,1.2,2.73,1.95,4.7,3.5,5.39,2.2,1.77,4.5,1.31,1.52,2.19,3.07,2.37,1.83,4.9,3.01,0.53,2.14,1.08,1.87,2.78,1.59,2.12,2.98,4.52,1.07,1.69,1.84,2.26,2.69,2.45,0.96,2.92,1.57,3.73,1.7,0.96
July,,,,1.6,4.7,2.04,4.07,4.64,1.66,2.84,3.83,3.01,4.09,3.81,2.58,0.87,5.72,3.75,3.68,2.81,9.8,2.36,4.37,2.84,2.89,2.99,3.7,1.85,2.52,2.78,2.3,3.13,1.76,5.47,2.18,1.83,4.23,3.8,4.63,1.73,2.98
August,,,,3.1,4.65,3.4,1.92,7.16,5.04,4.58,6.55,8.22,0.39,0.97,3.35,3.23,2.57,3.22,1.81,1.74,1.43,4.64,2.43,3.76,3.53,5.73,5.96,0.27,12.23,3.26,2.13,5.68,2.99,1.74,6.27,1.21,9.45,8.66,2.75,0.97,3.34
September,,,,2.5,4.5,5.4,4.6,8.78,2.93,0.28,5.22,1.12,2.63,2.63,2.33,2.44,3.68,2.06,3.35,2.02,3.05,0.97,2.02,2.22,5.37,2.84,4.12,1.29,3.29,1.48,5.48,1,3.34,2.67,3.65,1.67,2.93,2.08,2.62,0.41,1.94
October,,,,3.35,3.6,2.9,5.68,3.79,4.1,3.37,4.02,2.03,8.4,3.8,4.41,7.61,2.53,4.11,5.96,6.86,4.4,3.41,2.97,3.06,2.85,3.22,0.48,1.12,3.29,5.47,1.51,0.43,3.11,1.22,5.07,2.48,1.51,1.83,1.79,1.5,7.02
November,,,,4.1,5.02,1.35,4.52,4.11,4.35,5.12,5.31,3.05,1.3,3.8,5.21,5.09,4.36,1.45,5.04,4.41,5.58,5.11,0.96,1.58,7.41,0.68,6.15,3.43,1.74,5.1,4.71,3.61,3.83,2.07,4.21,1.63,1.21,2.1,0.92,6.65,4.02
December,,,,4,3.93,2.64,0.94,4.01,2.63,6.22,2.64,1.88,3.52,2.32,5.35,2.7,2.56,7.56,3.78,1.64,3.42,1.11,2.52,1.45,3.49,3.16,3.68,2.82,3.6,3.54,2.63,1.18,4.8,1.53,3.13,5.19,3.97,3.23,6.07,6.11,2.74
Total,,,,31.68,38.25,38.93,40.37,46.35,40.67,31.28,40.14,35.54,34.28,29.56,43.03,34.88,40.72,43.67,37.26,39.71,39.97,34.75,28.68,29.11,38.65,34.32,35.32,32.88,45.47,30.33,31.63,35.4,29.7,25.36,42.93,25.21,35.87,35.15,35.49,24.01,35.96
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1934 arithmetic total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
