"DAVENTRY WATERLOO",,,,,,,,,,,,
Grid ref,SP570625,Long,-1.166341,Lat,52.257725,,,,,,,
Station no,RR2789,,,,,,,,,,,
,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,,
January,3.92,1.08,1.02,,,,,,,,,
February,5.16,1.48,1.43,,,,,,,,,
March,0.67,2.17,1.58,,,,,,,,,
April,0.80,2.80,2.18,,,,,,,,,
May,1.57,1.50,2.33,,,,,,,,,
June,3.64,2.28,2.93,,,,,,,,,
July,1.22,3.55,1.86,,,,,,,,,
August,3.47,1.64,3.62,,,,,,,,,
September,0.60,1.38,2.07,,,,,,,,,
October,2.40,1.60,2.87,,,,,,,,,
November,2.35,0.94,,,,,,,,,,
December,4.38,4.31,,,,,,,,,,
Total,30.18,24.73,,,,,,,,,,
Calc annual,30.18,24.73,21.89,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,
Difference,0.00,0.00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,
