"KIRKBY MALZEARD BAGWITH BRAE 8"" gauge",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,SE195746,Long,-1.702825,Lat,54.166833,Elevation,697,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,3381,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919
January,,,,,,,,,,,5.41,2.04,2.14,2.35,4.6,7.78,1.05,2.03,1.37,5.51,4.41,1.81,1.25,3.78,3.56,1,4.51,1.17,2.19,1.41,4.87,1.68,5.4,5.08,,,,,,
February,,,,,,,,,,,1.2,0.06,4.33,5.29,5.78,1.78,0.65,3.74,2.03,2.39,7.87,1.67,1.7,3.09,3.88,1.53,2.19,2.08,2.26,0.98,2.87,2.3,2.15,1.5,,,,,,
March,,,,,,,,,,,2.92,2.05,2.13,0.51,2.84,3.27,3.7,5.76,1.79,1.72,1.12,2.99,1.19,4.83,2.69,2.72,1.66,2.47,4.79,6.89,0.67,1.75,3.66,4.55,,,,,,
April,,,,,,,,,,,1.42,3.67,2.08,0.59,3.52,2.89,1.58,1.87,3.42,3.38,1.97,2.45,1.69,1.53,1.99,3.24,0.62,1.68,2.28,3.07,3.12,1.28,0.24,3.84,,,,,,
May,,,,,,,,,,0.97,2.73,2.77,3.09,2.47,2.15,0.61,0.64,1.29,2.69,4.4,2.4,1.5,2.38,5.46,3.75,0.39,3.45,4.25,2.82,1.91,2.55,1.41,3.15,2.22,,,,,,
June,,,,,,,,,,0.37,3.59,1,4.63,1.84,3.97,2.55,3.33,2.68,2.18,1.66,2.92,1.7,1.64,3.27,1.34,1.44,1.2,5.08,3.32,2.16,2.28,2.72,7.71,1.5,,,,,,
July,,,,,,,,,,3.84,1.73,3.4,1.51,1.84,3.37,5.13,2.04,1.11,0.9,1.82,1.95,2.14,2.34,3.42,1.85,0.65,1,1.91,3.06,3.33,2.89,0.38,4.41,0.98,,,,,,
August,,,,,,,,,,4.83,5.15,5.13,4.22,3.07,2.28,2.22,2.04,3.86,3.25,1.71,7.15,1.56,2.54,3.5,3.53,4.09,3.27,1.75,2.4,3.73,4.87,2.87,6.36,1.51,,,,,,
September,,,,,,,,,,1.04,2.05,2.67,1.58,1.71,0.77,1.56,6,2.09,0.87,4.39,0.9,1.26,1.63,4.43,1.51,2.62,0.74,0.56,3.11,2.23,0.49,2.42,2.05,1.76,,,,,,
October,,,,,,,,,,5.16,1.04,4.4,8.36,2.52,5.92,3.92,5.12,1.72,6.98,3.2,5.85,1.53,3.22,9.7,0.94,1.93,6.78,7.06,2.37,3.15,3.92,3.89,3.16,3.31,,,,,,
November,,,,,,,,,,0.84,3.73,4.23,1.64,2.07,2.29,6.14,1.74,2.14,3.99,2.69,4.31,3.96,2.83,1.8,2.3,6.64,3.68,2.74,1.85,1.1,3.53,4.99,2.14,3,,,,,,
December,,,,,,,,,,1.59,1.58,5.24,0.77,3.63,2.77,3.71,4.92,4.14,3.72,3.51,3.35,3.88,3.01,2.46,2.26,0.91,2.13,4.45,1.44,5.36,4.17,5.69,3.52,1.76,,,,,,
Total,,,,,,,,,,,32.55,36.66,36.48,27.89,40.26,41.56,32.81,32.43,33.19,36.38,44.2,26.45,25.42,47.27,29.6,27.16,31.23,35.2,31.89,35.32,36.23,31.38,43.95,31.01,,,,,,
