"BURY (GREENHILL ROAD)",,,,,,,,,,,,
Grid ref,SD776116,Long,-2.339957,Lat,53.600483,,,,,,,
Station no,2852/5,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,5.00,5.40,1.96,4.47,3.03,6.51,4.16,4.04,,,,
February,2.90,1.89,1.60,3.84,2.90,1.07,2.74,7.65,,,,
March,5.28,3.00,2.38,3.23,2.35,1.71,4.14,2.89,,,,
April,2.42,3.56,3.41,0.98,2.99,3.18,0.71,1.45,,,,
May,2.14,2.48,2.23,3.10,4.09,1.98,1.92,3.44,,,,
June,1.03,3.93,2.93,4.54,3.68,1.93,2.10,,,,,
July,3.27,2.73,6.29,7.03,1.09,6.65,6.12,,,,,
August,4.26,5.26,5.36,6.01,1.34,11.05,6.53,,,,,
September,3.33,3.74,4.96,6.02,3.07,4.27,7.89,,,,,
October,1.47,4.54,2.04,8.61,3.16,3.31,6.25,,,,,
November,8.70,2.57,5.08,6.81,2.11,2.07,2.09,,,,,
December,9.18,4.87,1.86,6.98,6.70,4.44,5.41,,,,,
Total,48.98,43.97,40.10,61.62,36.51,48.17,50.06,,,,,
Calc annual,48.98,43.97,40.10,61.62,36.51,48.17,50.06,19.47,0.00,0.00,,
Difference,0.00,0.00,0.00,-0.00,0.00,0.00,0.00,NaN,NaN,NaN,,
