ROCHDALE NADEN DEAN NEW GAUGE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,SD856168,Long,-2.219314,Lat,53.647504,Elevation,948,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,2898,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960
January,,2.72,3.66,1.25,3.54,3.31,2.31,1.69,4.3,6.46,6.62,2.7,3.01,3.76,4.04,1.97,5.6,1.95,3.95,2.42,4.9,1.65,3.8,4.04,3.45,6.58,3.38,2.39,3.48,4.51,4.4,6.95,3.66,2.92,3.71,3.58,4.96,4.53,11.91,2.4,6,5.24,5.63,2.38,3.64,1.77,4.45,3.75,5.33,5.32,2.59,1,5.43,6.21,6.09,3.06,5.13,3.04,9.67,2.39,3.41,4.31,4.06,1.86,4.52,2.59,,,,,
February,,0.38,2.31,5.04,5.48,0.4,2.53,3.15,3.23,1.7,4.11,1.64,1.85,3.59,3.54,2.13,3.55,1.94,2.98,3.37,4.4,5.24,2.18,1.66,2.48,5.3,4.26,1.3,6.57,1.07,3.84,0.55,5.15,4.06,1.06,6.94,4.55,2.25,4.89,1.25,0.53,5.04,0.23,3.43,0.52,5.63,2.17,5.35,1.88,5.63,2.58,3.96,1.83,3.21,2.37,6.16,5.93,0.24,3.14,3.13,5.4,2.69,1.1,1.62,3.66,1.98,,,,,
March,,1.42,0.81,0.98,3.77,3.81,5.73,4.18,1.99,2.81,0.52,3.15,2.77,4.79,2.84,3.87,3.23,3.64,2.97,3.44,0.95,2.19,5.56,4.42,5.35,1.6,2.03,2.25,2.44,4.51,3.72,3.58,3.51,2.11,1.79,1.7,1.9,5.05,3.42,1.62,2.81,0.4,2.79,3.22,2.37,1.68,2.86,1.48,1.24,2.69,3.38,4.29,3.23,1.12,0.58,1.43,1.25,5.52,1.56,1.8,2.79,4.87,2.77,1.85,3.05,1.95,,,,,
April,,2.35,1.29,0.79,1.94,2.47,1.84,2.99,2.59,4.28,2.72,3,2.5,2.14,2.73,3.42,1.93,2.31,2.55,3.98,2.96,2.75,0.92,4.62,1.67,1.99,3,1.35,1.06,2.51,5.85,1.68,3.14,3.48,1.07,2.61,1.93,3.54,1.16,1.44,2.85,3.71,3.88,2.05,2.46,3.59,1.1,3.49,0.58,2,2.58,2.17,2.19,2.33,3.55,2.4,1.3,3.1,1.96,4.3,3.42,2.28,3.86,3.26,0.88,2.72,,,,,
May,,3.1,4.59,2.32,3.66,1.07,0.47,1.84,3.4,3.39,1.72,1.39,3.48,4.23,3.04,0.6,4.09,3.89,3.29,3.06,2.83,2.31,3.03,3.65,2.97,2.03,2.9,2.82,3.03,2.04,6.09,3.1,1.8,3.76,5.29,5.28,4.86,2.41,1.58,3.47,2,3.19,5.35,1.65,3.28,0.88,1.18,2.35,3.87,1.64,1,2.57,3.95,2.91,3.53,4.76,1.41,1.9,1.79,3.86,1.86,1.72,2.25,2.2,3.27,3.98,,,,,
June,,2.22,3.65,3.23,3.59,2.53,3.32,4.3,3.13,1.82,3.85,2.17,1.39,2.23,1.36,3.43,1.68,7.79,2.37,2.83,3.71,3.96,6.58,2.59,2.65,1.2,3.1,2.14,1.77,1.76,3.16,0.37,2.86,1.06,2.15,0.06,2.91,4.66,7.93,1.5,2.02,6.44,0.91,1.7,3.03,3.81,4.29,2.6,4.96,4.11,0.81,0.48,0.84,4.31,3.15,5.38,4.21,2.9,5.36,0.47,2.81,1.84,4.12,3.39,4.02,3.82,,,,,
July,,4.04,3.77,4.49,4,6.51,2.56,1.95,0.91,1.9,2.66,2.39,3.15,4.9,2.21,3.27,2.12,3.66,5.72,7.01,5.13,0.48,4.85,1.14,5.39,5.81,2.76,2.7,3.9,2.38,9.64,2,5.82,3.12,4.23,2.18,2.46,4.49,2.3,3.56,6.95,5.05,4.84,2.88,2.33,2.09,5.57,2.68,5.07,7.25,4.74,3.51,4.95,3.5,4.59,3.25,5.08,3.86,2.48,2.61,5.97,3.38,2.63,7.61,6.34,1.94,,,,,
August,,9.28,5.92,3.5,5.05,5.95,3.22,5.64,6.84,1.57,5.82,2.92,4.06,6.52,5.65,5.24,4.58,5.01,4.39,3.55,7.34,2.55,8.11,2.26,3.93,5.66,4,7.29,4.28,4.12,3.18,7.05,5.22,6.13,7.63,4.82,5.21,7.84,6.82,6.88,8.29,5.65,1.46,1.88,3.94,2.05,3.55,2.85,5.05,3.63,2.13,7.68,5.54,7.98,3.91,4.63,7.64,0.35,5.66,4,7.32,5.31,5.37,6.23,6.99,1.04,,,,,
September,,4.11,4.9,4.83,0.52,2.3,7.22,4.97,1.39,7.54,1.77,2.08,2.24,5.36,1.75,2.7,1.58,1.49,4.17,3.65,0.4,4.57,1.87,1.96,4.15,0.83,2.8,2.34,12.5,2.26,3.01,1.71,4.51,5.46,4.38,4.2,4.26,6.36,0.68,2.27,5.06,3.59,5.53,1.97,3.94,8.3,6.02,2.16,1.83,1.58,4.87,0.87,2.77,5.75,5.95,3.17,8.39,3.2,3.3,1.94,8.04,3.54,3.47,3.96,5.35,3.29,,,,,
October,,5.66,5.95,4.49,5.1,4.65,5.49,2.51,4.74,3.58,6.47,3.66,5.26,10.56,2.74,3.5,7.36,5.25,2.43,6.43,3.65,3.7,5.89,1.99,3.06,2.03,8.1,9.01,4.22,2.94,1.7,3.88,0.95,5.39,5.98,5.56,4.21,4.72,6.36,6.38,6.37,2.73,8.14,4.99,5.57,8.36,5.3,1.16,10.21,2.46,4.87,5.28,6.61,3.95,5.39,6.17,1.23,0.99,3.27,5.65,2.73,1.23,5.1,2.32,9.35,2.29,,,,,
