"LITTLEBOROUGH HOLLINGWORTH LAKE",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,2900,,,,,,,,,,,
,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,
January,4.32,5.70,2.71,,3.33,3.50,5.14,4.74,11.34,2.27,6.68,
February,3.94,0.65,4.12,,1.27,6.84,3.48,1.84,5.26,0.78,0.70,
March,3.10,2.95,2.58,,1.74,1.57,1.98,5.16,3.02,1.29,2.84,
April,4.70,1.35,2.97,,1.87,2.73,2.21,3.29,0.80,1.23,3.03,
May,5.02,2.14,0.95,,5.26,5.03,4.18,1.71,1.45,3.39,1.83,
June,2.32,0.15,2.08,,2.92,0.27,2.78,4.25,6.51,1.52,3.03,
July,8.59,1.45,3.37,,3.65,2.40,3.04,3.30,1.71,2.70,7.12,
August,2.15,5.47,5.33,,5.75,4.29,4.69,8.87,5.33,5.67,7.35,
September,2.20,1.64,2.50,,4.78,3.77,3.15,5.94,0.62,2.05,3.98,
October,1.78,3.22,0.92,,5.63,5.57,3.76,3.94,4.41,5.60,6.05,
November,1.79,2.39,2.73,,2.33,3.11,6.02,4.58,7.26,8.10,5.69,
December,3.40,5.61,5.39,,5.38,3.60,2.11,1.15,3.21,7.63,3.60,
Total,43.31,32.72,35.65,,43.91,42.68,42.54,48.77,50.92,42.23,51.90,
Calc annual,43.31,32.72,35.65,0.00,43.91,42.68,42.54,48.77,50.92,42.23,51.90,
Difference,0.00,0.00,0.00,NaN,-0.00,0.00,0.00,0.00,0.00,-0.00,0.00,
