"LITTLEBOROUGH (HOLLINGWORTH LAKE)",,,,,,,,,,,,
Grid ref,SD942149,Long,-2.089180,Lat,53.630594,,,,,,,
Station no,2900,,,,,,,,,,,
,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,,
January,5.50,2.60,3.20,4.00,3.80,1.90,5.00,2.23,3.80,2.86,,
February,3.50,1.00,1.20,3.80,4.30,2.00,3.70,2.74,3.39,2.43,,
March,0.50,3.70,2.10,5.20,2.20,4.00,4.00,3.77,3.08,2.77,,
April,2.10,2.60,2.00,1.70,2.90,2.60,1.40,2.13,1.55,3.42,,
May,1.40,1.90,2.50,3.60,2.00,1.00,2.50,3.50,2.73,1.82,,
June,5.30,1.90,1.10,1.70,1.60,2.60,1.20,8.08,1.97,1.91,,
July,2.40,1.70,2.10,3.50,1.60,2.70,3.60,2.79,4.33,5.18,,
August,4.60,2.30,2.50,5.00,4.30,4.60,4.40,4.77,3.28,3.36,,
September,1.50,0.70,1.90,5.30,0.70,2.80,1.20,0.90,4.08,2.70,,
October,6.20,3.30,4.20,8.60,2.40,3.20,7.00,4.99,1.75,6.04,,
November,3.90,5.40,2.50,2.90,3.20,3.50,3.50,3.60,2.61,1.23,,
December,5.60,5.10,3.80,2.50,3.20,1.30,3.20,4.24,2.61,6.86,,
Total,42.50,32.20,29.10,47.80,32.20,32.20,40.70,43.74,35.18,40.58,,
Calc annual,42.50,32.20,29.10,47.80,32.20,32.20,40.70,43.74,35.18,40.58,,
Difference,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,
