BLACKSTONE EDGE HOLLINGWORTH LAKE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,SD942149,Long,-2.08918,Lat,53.630594,Elevation,600,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,2900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960
January,,,,,,,,,,1.9,5.8,3.3,3.4,0.8,3.5,2.3,1.6,1.3,3.2,6,5.5,2.6,3.2,4,3.8,1.9,5,2.23,3.8,2.86,5.11,2.05,-999,3.48,2.95,5.96,3.33,-999,2.54,3.91,4.32,5.7,2.71,,3.33,3.5,5.14,4.74,11.34,2.27,6.68,5.31,5.61,2.84,3.49,1.68,4.12,3.98,5.4,5.15,1.65,1.34,4.99,6.28,6.2,3.8,4.96,3.45,9.23,1.99,2.7,4.44,5.1,1.54,4.21,2.78,5.38,4.31,4.88,3.64,5.32
February,,,,,,,,,,3.3,0.6,0.3,2.2,4.6,5.3,0,1.2,2.5,3.5,1.4,3.5,1,1.2,3.8,4.3,2,3.7,2.74,3.39,2.43,4.39,4.65,-999,1.58,3.26,4.57,4.39,-999,5.36,1.58,3.94,0.65,4.12,,1.27,6.84,3.48,1.84,5.26,0.78,0.7,5.6,0.17,3.93,0.43,5.72,2.38,5.73,2.11,5.05,1.91,4.71,1.63,3.23,2.28,5.57,6.22,0.6,3.31,3.41,5.13,3.27,1.37,2.93,2.81,2.41,1.45,2.87,5.72,0.43,2.6
March,,,,,,,,,,2.5,3.5,1.9,0.9,1.3,3.5,3.7,6.4,4.4,2.3,2.2,0.5,3.7,2.1,5.2,2.2,4,4,3.77,3.08,2.77,1.09,2.24,5.65,4.9,4.85,1.65,2.4,-999,1.42,5.26,3.1,2.95,2.58,,1.74,1.57,1.98,5.16,3.02,1.29,2.84,0.25,2.54,3.28,2.9,1.84,2.58,2.18,1.1,2.85,3.09,4.42,3.36,1.43,0.46,1.35,1.3,5.3,1.77,1.97,2.44,4.53,2.48,2.24,2.7,2.08,1.5,3.89,2.21,1.93,1.14
April,,,,,,,,,,3.5,1.3,1.9,1.2,0.5,1.7,2.1,1.8,2.9,2.2,3.5,2.1,2.6,2,1.7,2.9,2.6,1.4,2.13,1.55,3.42,3.21,2.32,1.1,4.64,1.47,1.78,2.72,-999,1.32,1.51,4.7,1.35,2.97,,1.87,2.73,2.21,3.29,0.8,1.23,3.03,3.43,3.78,1.91,2.62,3.5,1.15,2.19,0.62,2.03,2.38,2.76,2.74,2.46,3.16,2.57,1.6,4.25,2.1,3.98,3.52,2.51,3.66,3.54,0.81,2.35,4.04,0.5,1.26,3.66,2.55
May,,,,,,,,,,2.1,3,3.3,3.8,2.5,3.7,0.7,0.4,1.8,2.9,3.5,1.4,1.9,2.5,3.6,2,1,2.5,3.5,2.73,1.82,2.67,1.59,2.47,3.2,2.21,3.21,2.26,1.7,1.76,1.84,5.02,2.14,0.95,,5.26,5.03,4.18,1.71,1.45,3.39,1.83,2.98,4.64,1.86,2.96,0.86,1.25,2.16,3.77,1.78,0.98,2.4,3.92,2.99,3.19,4.67,1.51,2.12,1.51,4.38,1.83,2.14,2.25,2.77,2.97,3.83,1.64,1.97,4.06,2.08,1.92
June,,,,,,,,,,1.2,3.6,1.3,2.9,2.4,2.8,3.9,2,3.8,2.9,1.4,5.3,1.9,1.1,1.7,1.6,2.6,1.2,8.08,1.97,1.91,3.79,2.6,5.62,2.3,2.36,0.74,2.45,1.78,1.06,1.68,2.32,0.15,2.08,,2.92,0.27,2.78,4.25,6.51,1.52,3.03,5.57,0.93,3.36,2.23,4.37,5.06,2.16,5.05,3.36,0.92,1.04,1.01,4.04,3.47,5.53,3.64,2.76,4.84,0.67,2.18,0.8,3.79,2.7,3.36,3.25,3.04,2.59,4.76,2.95,1.59
July,,,,,,,,,,3,2.9,3.2,2.5,3,3.3,5.8,2.5,1.9,0.5,2.5,2.4,1.7,2.1,3.5,1.6,2.7,3.6,2.79,4.33,5.18,4.25,0.87,2.71,0.98,3.67,4.65,2.58,2.31,5.79,2.1,8.59,1.45,3.37,,3.65,2.4,3.04,3.3,1.71,2.7,7.12,4.61,3.89,3.36,2.9,1.83,3.78,1.95,4.97,6.78,5.07,2.33,4.31,3.07,4.66,2.45,5.22,3.94,1.81,2.02,4.18,4.4,2.48,6.6,5.55,1.03,6.34,4.97,3.92,3.36,6.87
August,,,,,,,,,,6.1,5.4,7,4.3,2.9,4,4.5,1.2,3.8,6,1.6,4.6,2.3,2.5,5,4.3,4.6,4.4,4.77,3.28,3.36,5.31,2.23,6.96,2.21,3.61,4.04,2.86,6.93,2.84,3.47,2.15,5.47,5.33,,5.75,4.29,4.69,8.87,5.33,5.67,7.35,5.3,1.27,1.69,3.15,1.73,2.87,2.54,3.98,2.67,2.19,6.17,4.98,6.12,3.89,2.49,5.67,0.38,4.5,3.18,6.1,5.07,4.75,5.2,6.54,1.2,10.95,5.33,6.08,0.41,4.82
September,,,,,,,,,,1.1,1.1,3.4,4.5,4.2,0.1,1.8,6.3,4.2,0.9,6.5,1.5,0.7,1.9,5.3,0.7,2.8,1.2,0.9,4.08,2.7,0.3,3.93,1.87,1.55,2.98,1.46,2.06,2.31,10.27,1.23,2.2,1.64,2.5,,4.78,3.77,3.15,5.94,0.62,2.05,3.98,3.46,4.79,1.51,3.71,7.47,5.03,1.86,1.55,1.44,4.37,0.64,2.47,5.26,5.43,2.9,6.9,3.09,2.87,1.29,7.29,2.67,3.65,3.7,5.94,2.8,3.67,5.25,4.78,0.35,2.97
October,,,,,,,,,,5.8,4,6.2,5.9,3.6,4.6,3.9,3.8,2,4.4,3.4,6.2,3.3,4.2,8.6,2.4,3.2,7,4.99,1.75,6.04,2.93,2.74,4.8,1.85,2.28,1.56,7.75,6.24,2.94,3.1,1.78,3.22,0.92,,5.63,5.57,3.76,3.94,4.41,5.6,6.05,2.5,7.37,4.45,5.1,8.67,5.17,1.97,9.85,2.25,4.59,5.29,6.16,3.28,4.63,6.51,0.78,0.95,2.59,5.07,2.5,1.33,5.32,2.54,8.28,2.64,2.82,6.09,4.81,4.71,4.11
