"KINGTON MONTFORT HOUSE, HILL COURT (JUNE 1927)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,SO294568,Long,-3.034522,Lat,52.204884,Elevation,596,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,2245,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959
January,,,,,,,,,5.4,1.15,5.87,2.51,3.96,2.04,2.99,1.08,3.78,4.65,5.35,6.85,3.2,3.48,3.73,6.19,2.64,2.7,3.99,3.49,7.85,1.91,1.09,3.01,3.89,,,,,,,
February,,,,,,,,,2.78,0.99,0.92,2.92,0.11,,0.21,3.42,2.3,5.69,1.5,2.72,3.25,2.43,0.57,2.06,0.57,3.04,4.51,2.56,2.55,1.72,7.04,3.65,0.88,,,,,,,
March,,,,,,,,,3.68,0.12,2.67,0.74,1.99,2.74,2.72,0.7,2.85,2.38,0.1,1.97,2.01,3.72,2.85,0.93,0.47,1.44,1.01,7.46,1.52,1.13,1.98,5.25,2.12,,,,,,,
April,,,,,,,,,1.85,0.94,3.7,3.77,5.29,1.12,3.5,4.52,1.54,2.38,0.16,2.41,3.52,1.37,2.35,0.98,1.56,1.01,2.26,3.15,2.34,2.48,2.6,2.27,2.43,,,,,,,
May,,,,,,,,,0.99,3.04,3.16,5.23,5.75,1.54,1.17,0.65,1.38,1.9,3.04,1.03,2.47,3.31,4.25,3.3,0.63,3.65,3.47,3.12,3.52,2.18,1.38,3.07,3.06,,,,,,,
June,,,,,,,,3.7,3.75,3.47,1.65,5.42,0.33,2.22,1.92,2.94,5.94,1,1.89,1.77,0.78,2.44,0.38,1.89,1.76,4.27,2.96,1.95,2.92,0.67,1.48,0.64,2.12,,,,,,,
July,,,,,,,,3.07,1.35,2.22,3.09,3.61,2.66,2.1,1.78,0.48,5.41,3.43,3.17,6.72,3.54,2.44,2.13,1.72,2.07,2.34,1.94,2.01,1,1.13,4.35,1.48,1.21,,,,,,,
August,,,,,,,,5.74,3.74,1.5,2.75,4.97,3.7,0.57,3.13,1.93,0.49,0.58,3.66,1.7,0.2,3.96,2.95,2.73,3.39,4.46,7.13,0.59,3.9,2.22,4.85,3.97,5.51,,,,,,,
September,,,,,,,,4.39,1.63,0.83,4.44,2.16,2.57,1.59,2.13,4.34,3.41,1.91,1.19,0.67,1.15,1.27,2.23,2.73,2.74,2.11,6.1,1.73,2.88,2.91,4.06,2.96,3.25,,,,,,,
October,,,,,,,,2.58,6.26,5.4,4.11,0.64,5.63,6.24,1.8,3.59,1.98,4.29,4.88,3.18,4.4,2.65,2.24,3.52,4.54,5.49,1.52,0.81,2.43,6.74,1.35,0.86,5.72,,,,,,,
November,,,,,,,,3.98,5.43,8.51,3.62,6.26,2.54,0.79,2.04,6.09,3.98,2.27,6.03,6.45,8.44,3.87,0.88,3.46,5.17,0.74,7.37,3.39,2.21,5.06,5.56,7.83,3.64,,,,,,,
December,,,,,,,,2.43,3.05,7.8,4.88,1.26,1.88,0.68,7.23,3.29,3.59,2.79,3.87,2.06,2.92,2.17,4.17,2.17,2.86,5.92,3.14,3.27,7.56,3.48,2.29,3.03,3.77,,,,,,,
Total,,,,,,,,,39.91,35.97,40.86,39.49,36.41,,30.62,33.03,36.65,33.27,34.84,37.53,35.88,33.11,28.73,31.68,28.4,37.17,45.4,33.53,40.68,31.63,38.03,38.02,37.6,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1933 Feb, 3.28, and total estimated therefore removed",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gauge moved here to Hill Court in June 1927 therefore TYRain_1920-1930_14_pt1-page-092.csv split across two csv files,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
