"LINCOLN (BURTON ROAD)",,,,,,,,,,,,
Grid ref,SK971727,Long,-0.546423,Lat,53.242454,,,,,,,
Station no,2557/3,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,2.43,1.44,1.24,0.79,1.84,4.51,1.10,2.58,,,,
February,3.15,0.45,2.09,2.75,2.90,1.36,2.16,3.92,,,,
March,3.99,3.10,1.03,1.53,2.59,0.88,1.46,2.06,,,,
April,1.00,1.37,2.14,0.14,1.08,1.29,0.30,0.70,,,,
May,4.14,1.57,2.99,3.07,2.86,0.75,1.82,,,,,
June,1.10,2.36,2.40,2.92,3.14,3.62,1.65,,,,,
July,0.86,0.52,2.37,1.80,0.49,3.06,2.57,,,,,
August,5.82,2.45,1.93,3.86,0.37,5.02,2.18,,,,,
September,0.82,2.15,1.40,2.06,0.93,1.63,4.23,,,,,
October,1.74,2.80,2.15,3.23,1.08,1.27,1.05,,,,,
November,5.06,2.59,1.48,4.39,1.32,0.97,2.55,,,,,
December,1.38,1.73,1.08,2.73,1.72,1.44,1.52,,,,,
Total,31.49,22.53,22.30,29.27,20.32,25.80,22.59,,,,,
Calc annual,31.49,22.53,22.30,29.27,20.32,25.80,22.59,9.26,0.00,0.00,,
Difference,0.00,0.00,0.00,0.00,0.00,0.00,0.00,NaN,NaN,NaN,,
