"BURTON LEONARD",,,,,,,,,,,,
Grid ref,SE330638,Long,-1.497234,Lat,54.069085,,,,,,,
Station no,3374/5,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,2.11,1.99,0.57,1.99,1.61,2.98,1.65,2.00,2.21,4.04,,
February,2.34,0.45,1.25,2.25,1.45,1.27,1.84,3.14,0.12,1.69,,
March,3.07,1.68,0.52,2.21,1.74,1.11,1.50,1.52,1.11,2.37,,
April,1.31,1.03,2.24,0.27,0.98,2.23,0.39,0.79,3.54,1.08,,
May,6.55,1.72,1.38,3.90,2.02,0.67,0.90,3.43,0.60,0.77,,
June,1.07,1.87,1.82,2.00,1.65,3.19,1.41,3.17,1.06,0.78,,
July,2.41,1.16,2.25,1.29,0.89,4.30,3.93,2.65,1.29,3.43,,
August,5.68,2.33,2.98,5.42,0.87,6.18,5.25,3.32,0.48,2.90,,
September,1.58,3.15,2.19,1.62,0.99,2.85,3.40,3.30,0.19,2.74,,
October,1.25,3.13,1.96,4.23,1.98,1.17,2.98,1.82,1.90,6.19,,
November,6.14,1.51,2.62,4.94,2.02,0.64,1.64,0.72,3.54,4.65,,
December,2.59,1.40,1.07,2.29,3.11,2.35,2.59,4.16,4.68,2.92,,
Total,36.10,21.42,20.85,32.41,19.31,28.94,27.48,30.02,20.72,33.56,,
Calc annual,36.10,21.42,20.85,32.41,19.31,28.94,27.48,30.02,20.72,33.56,,
Difference,0.00,0.00,0.00,-0.00,0.00,-0.00,0.00,0.00,0.00,0.00,,
