WERRINGTON-PARK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,SX332872,Long,-4.35946,Lat,50.66039,Elevation,320,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,1663/5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960
January,7.85,4.24,5.69,3.51,6.56,5.22,6.98,8.36,7.71,2.55,4.35,5.55,6.84,4,5.82,1.54,6.52,9.41,7.74,8.34,2.68,4.28,6.31,9.59,4.28,4.09,6.12,5.51,9.59,1.78,1.95,5.26,5.67,1.07,2.48,6.4,5.43,4.26,5.72,6.76,4.7
February,1.23,0,4.8,10.66,2.03,7.33,3.75,3.87,4.14,1.54,1.71,3.32,0.07,3.9,0.23,5.46,4.7,7.62,1.88,3.55,5.84,6.25,0.57,2.86,1.17,4.67,4.1,1.47,2.06,1.61,7.89,5.73,1.8,2.06,4.56,3.54,0.32,7.4,5.15,0.4,5.15
March,4.37,3.91,4.3,1.96,2.54,1.12,0.75,5.64,5.37,0.43,3.27,2.53,2.18,4.07,3.38,1.32,4.41,6.45,0.44,2.12,3.42,5.67,2.73,0.89,0.35,1.86,1.92,5.99,2.33,1.98,1.95,5.45,3.52,1.15,3.67,1.63,1.89,4.21,1.48,5.72,3.03
April,4.86,0.62,5.26,3.4,4.22,3.66,2.24,2.24,2.29,1.28,2.94,3.1,3.28,1.61,3.68,5.58,2.59,3.47,0.2,3.26,3.26,0.97,3.26,1.08,2.5,1.61,1.93,2.24,2.72,2.27,2.73,2.69,3.4,3.22,0.64,1.52,0.92,0.18,0.98,3.88,4.53
May,1.84,1.84,1.28,3.06,3.59,5.61,1.37,0.74,1.29,4.28,2.09,4.9,4.21,2.17,2.45,1.47,0.61,3.07,2.64,1.4,2.09,2.5,7.13,5.92,0.73,4.1,4.7,3.09,2.44,3.31,2.69,3.62,3.01,3.48,4.23,3.59,0.92,2.17,3.51,1.23,2.23
June,1.93,0.05,1.2,0.79,2.47,0.02,2.72,2.8,2.08,2.64,0.67,3.68,3.09,2.69,2.04,4.05,3.19,1.15,1.94,2.03,1.16,2.18,0.42,1.7,3.11,4.69,3.07,3.05,2.67,0.72,2.06,1.06,1.39,2.26,3.6,2.56,2.4,3.5,4.47,1.56,1.8
July,4.97,1.29,3.58,1.45,4.62,4.82,2.5,4.72,2.08,2.33,2.66,6.29,3.25,2.35,0.48,0.67,8.15,1.73,5.23,9.1,5.32,1.51,2.91,4.37,2.37,4.7,2.64,2.57,2.16,2.73,3.7,1.49,1.23,3.54,3.6,0.84,4.44,4.35,3.09,2.36,5.32
August,1.74,2.43,2.92,3.61,5.81,3.69,2.04,3.78,3.2,4.04,3.31,6.15,2.33,1.74,4.3,2.12,0.45,1.27,6.82,3.18,0.3,5.48,2.88,3.26,3.13,2.1,6.31,0.69,3.28,2.64,8.62,4.5,6.85,2.13,4.69,0.28,3.88,2.88,6.49,1.99,3.64
September,2.08,1.49,3.35,4.91,4.06,4.62,1.09,8.26,1.94,0.74,5.73,3.69,5.63,2.11,3.43,5.37,5.23,3.48,1.94,1.41,2.02,0.86,4.21,5.36,4.4,2.47,6.93,2.02,2.06,5.25,6.34,4.23,4.29,4.38,5.1,2.18,5.95,4.39,7.06,0.56,6.63
October,6.29,1.44,1.64,7.85,7.1,5.27,3.38,3.29,7.34,8.05,7.6,1.2,10.94,6.42,4.87,7.49,1.98,3.9,6.44,3.65,4.73,2.66,2.52,4.96,7.03,6.51,3.67,2.03,4.95,9.52,1.82,1.73,6.09,3.82,4.26,3.29,2.65,4.04,3.67,7.39,9.52
