WESTON-SUPER-MARE-WORLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,ST352628,Long,-2.932077,Lat,51.360556,Elevation,16,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,RR2112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
January,,1.02,1.78,3.95,3.54,2.77,4.83,2.8,1.26,0.71,3.55,3.16,1.39,2.26,3.27,3.99,0.56,1.52,1.04,4.43,4.61,1.74,1.69,3.85,3.09,0.71,4.28,1.83,1.31,1.32,3.37,1.15,4.34,6.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
February,,2.49,1.95,3.45,2.22,2.96,0.95,0.65,0.98,1.57,0.65,0.01,1.85,4.35,2.97,0.07,0.68,3.93,1.61,3.54,5.39,1.06,0.89,1.43,3.87,0.75,2.25,1.73,1.7,0.33,3.77,2.4,2.23,0.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
March,,2.05,2.13,0.94,2.92,1.07,2.15,2.29,3.04,4.06,1.26,2.31,0.64,0.39,2.01,2.46,3.13,3.85,1,0.68,0.94,1.86,1.63,3.42,1.52,3.54,2.54,0.82,3.03,3.04,0.51,2.14,4.62,3.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
April,,1.53,4.35,0.82,1.61,2.94,2.06,1.28,1.4,3.63,1.63,0.74,1.26,0.06,2.06,2.13,0.87,3.51,1.24,3.69,1.22,2.52,1.37,2.49,1.1,2.43,1.18,3.26,2.84,1.95,2.2,2.14,0.4,3.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
May,,1.74,2.07,1.11,2.12,3.2,5.59,1.87,1.06,3.33,1.41,3.62,1.11,1.43,2.28,0.65,0.45,1.22,3.69,2.04,1.91,0.58,2.14,2.14,2.81,0.19,3.67,3.22,1.15,1.54,1.97,1.22,2.2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
June,2,3.38,4.99,3.02,2.59,1.91,0.87,0.66,3.32,0.75,4.31,1.64,1.89,0.91,2.75,1.81,1.66,2.31,1.05,1.18,2.23,2.5,2.89,3.23,1.52,3.44,2.3,2.8,0.5,2.44,5.61,2.05,4.83,1.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
July,5.17,2.52,5.34,3.41,3.63,0.86,3.47,1.11,6.03,2.25,4.26,2.8,2.59,4.12,4.43,3.38,1.77,1.73,0.44,0.29,1.29,1.33,3.06,2.14,3.92,0.66,1.33,2.49,2.58,2.7,1.95,0.1,3.12,0.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
August,0.89,6.91,5.14,2.75,3.78,2.11,2.8,1.51,2.86,3.39,3.58,7.36,4.4,1.73,4.45,3.72,2.55,4.98,2.81,1.42,2.37,2.72,3.05,3.8,3.03,3.8,2.78,3.1,6.25,2.53,6.84,1.38,8.65,1.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
September,4.48,2.5,3.34,4.17,2.13,5.03,3.06,3.6,1.28,1.92,1.56,2.24,3.68,2.21,2.62,1.69,6.71,4.34,1.57,3.03,1.11,1.86,2.44,2.93,2.05,1.61,0.91,0.63,2.34,3.37,0.14,1.06,0.87,2.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
October,4.98,2.07,6.66,3.34,0.86,6.11,5.47,2.93,1.62,3.22,2.08,6.77,2.19,6.8,4.17,5.78,2.76,1.02,6.01,3.54,3.56,2.58,2.68,7.25,1.95,2.16,5.77,5.16,1.97,5.3,6.47,3.69,4.72,3.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
