"WINCOBANK SEWAGE WORKS",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,3130,,,,,,,,,,,
,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,
January,2.97,2.31,2.85,0.59,1.47,2.48,2.12,1.15,4.50,1.31,3.68,
February,2.66,0.20,2.07,4.07,1.08,3.21,1.42,1.30,2.87,0.71,0.71,
March,1.68,0.87,1.53,1.32,0.81,0.67,0.75,1.93,2.49,0.03,2.40,
April,3.61,0.63,3.39,1.87,1.47,2.36,1.11,1.91,0.92,0.97,2.67,
May,3.10,0.96,0.52,2.56,3.23,3.23,2.42,0.88,1.39,1.29,1.35,
June,2.38,0.30,0.76,0.47,1.65,0.11,2.91,2.97,2.53,1.13,0.67,
July,4.63,0.18,2.41,5.04,2.25,0.91,1.79,2.01,0.55,0.93,6.66,
August,0.59,4.27,5.72,2.13,2.43,2.31,2.61,4.17,2.63,1.51,2.22,
September,0.90,0.60,2.14,1.66,2.69,2.09,0.81,3.12,0.22,1.43,3.86,
October,1.73,1.45,0.85,1.28,3.08,2.71,2.21,1.94,3.94,2.62,2.10,
November,0.80,1.71,0.91,3.40,1.55,1.70,3.15,2.27,2.64,5.11,3.17,
December,2.41,2.77,3.07,2.11,2.30,2.45,1.01,2.03,1.85,5.17,2.05,
Total,27.46,16.25,26.22,26.50,24.01,24.23,22.31,25.68,26.53,22.21,31.54,
Calc annual,27.46,16.25,26.22,26.50,24.01,24.23,22.31,25.68,26.53,22.21,31.54,
Difference,0.00,0.00,-0.00,0.00,-0.00,0.00,0.00,-0.00,0.00,0.00,-0.00,
