"WINCOBANK SEWAGE WORKS",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,3130,,,,,,,,,,,
,,,,,,,,,,,,
,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,,
January,,,,,,2.35,0.74,2.09,1.08,3.36,,
February,,,,,,2.89,3.69,0.44,1.22,2.07,,
March,,,,,,0.64,3.76,1.50,0.75,3.64,,
April,,,,,,0.73,0.66,1.08,1.05,1.05,,
May,,,,,,1.20,2.47,1.60,2.01,0.95,,
June,,,,,,1.18,1.02,1.71,0.28,0.50,,
July,,,,,,3.74,0.84,0.85,3.64,3.46,,
August,,,,,,3.36,1.31,3.57,1.01,2.50,,
September,,,,,,0.74,0.90,0.62,5.08,1.84,,
October,,,,,,1.04,2.00,2.19,0.97,2.70,,
November,,,,,,2.61,2.90,0.92,1.06,1.53,,
December,,,,,,6.25,2.14,1.00,2.54,3.52,,
Total,,,,,,26.73,22.43,17.57,20.69,27.12,,
Calc annual,0.00,0.00,0.00,0.00,0.00,26.73,22.43,17.57,20.69,27.12,,
Difference,NaN,NaN,NaN,NaN,NaN,0.00,0.00,0.00,0.00,0.00,,
