"WELLINGBOROUGH (SEWAGE WORKS)",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,1119,,,,,,,,,,,
,,,,,,,,,,,,
,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,,
January,1.14,0.95,1.00,1.16,0.84,3.07,3.01,2.30,4.40,2.58,,
February,2.31,0.15,2.03,0.49,2.13,1.87,2.65,0.60,0.65,1.95,,
March,0.10,1.55,2.17,1.50,0.40,1.18,3.16,0.09,1.47,1.90,,
April,2.96,3.08,0.52,1.31,3.01,1.72,2.44,0.04,1.93,2.06,,
May,2.77,4.30,0.95,0.73,1.02,1.25,3.74,1.62,0.79,1.17,,
June,1.36,0.48,1.84,0.82,2.66,4.11,1.83,1.35,1.77,0.53,,
July,2.85,3.55,2.07,0.98,0.74,7.29,1.66,1.33,2.29,2.35,,
August,3.49,2.79,0.84,1.36,1.95,0.34,1.67,3.53,4.20,0.14,,
September,2.45,2.83,1.43,1.34,4.11,1.99,1.07,1.61,0.67,0.39,,
October,0.39,2.47,1.54,1.17,2.64,1.49,2.59,2.34,4.22,2.04,,
November,2.15,1.45,1.79,1.92,3.39,2.10,1.49,2.08,3.00,5.26,,
December,0.66,0.27,0.36,3.81,2.57,1.30,1.94,2.84,1.84,1.42,,
Total,22.63,23.87,16.54,16.59,25.46,27.71,27.25,19.73,27.23,21.79,,
Calc annual,22.63,23.87,16.54,16.59,25.46,27.71,27.25,19.73,27.23,21.79,,
Difference,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,
