"PRESTEIGN (CORTON HOUSE)",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,4226/5,,,,,,,,,,,
,,,,,,,,,,,,
,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,,
January,,,,,,,,4.25,4.84,3.38,,
February,,,,,,,,0.81,2.20,3.44,,
March,,,,,,,,0.29,1.89,1.91,,
April,,,,,,,,0.14,2.56,3.10,,
May,,,,,,,,3.08,1.01,2.11,,
June,,,,,,,,1.78,1.74,1.04,,
July,,,,,,,,3.21,5.92,3.16,,
August,,,,,,,,2.52,1.53,0.18,,
September,,,,,,,,1.36,0.89,0.96,,
October,,,,,,,,3.77,2.97,4.05,,
November,,,,,,,,6.15,5.37,8.20,,
December,,,,,,,,3.30,1.75,2.20,,
Total,,,,,,,,30.66,33.67,33.73,,
Calc annual,0.00,0.00,0.00,0.00,0.00,0.00,0.00,30.66,32.67,33.73,,
Difference,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00,1.00,-0.00,,
