"MARKINCH (CARRISTON RESERVOIR)",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,5484/7,,,,,,,,,,,
,,,,,,,,,,,,
,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,,
January,2.44,2.91,2.48,3.02,1.01,6.04,3.59,5.11,5.32,1.56,,
February,2.72,0.33,3.53,0.18,1.96,4.02,4.37,1.54,2.71,1.50,,
March,1.07,2.94,1.79,5.48,1.63,3.17,2.84,1.03,3.42,3.47,,
April,2.73,2.97,1.58,6.52,4.03,1.09,1.89,0.18,1.82,2.39,,
May,2.98,3.49,1.81,2.71,0.97,0.81,2.82,4.71,1.71,1.37,,
June,6.39,1.18,1.63,2.33,3.89,1.29,2.42,5.04,1.93,0.76,,
July,6.10,3.19,3.72,3.90,1.08,4.28,4.02,4.38,4.76,6.29,,
August,2.91,0.76,1.02,4.39,2.50,1.67,4.55,2.43,1.61,0.98,,
September,1.64,2.12,2.37,3.56,4.57,4.81,2.78,2.87,2.27,2.31,,
October,1.98,8.00,3.81,3.94,5.92,2.18,3.71,6.08,4.15,4.35,,
November,7.84,2.20,1.92,1.34,5.49,3.36,0.48,5.03,5.38,5.76,,
December,0.99,5.73,1.46,4.40,2.49,2.71,4.40,2.86,1.58,1.63,,
Total,39.79,35.88,27.12,41.83,35.54,35.43,37.87,41.26,36.66,32.37,,
Calc annual,39.79,35.82,27.12,41.77,35.54,35.43,37.87,41.26,36.66,32.37,,
Difference,0.00,0.06,0.00,0.06,-0.00,0.00,0.00,0.00,-0.00,0.00,,
