"MELBOURNE VICARAGE",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,2645,,,,,,,,,,,
,,,,,,,,,,,,
,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,,
January,1.63,1.82,1.89,2.46,1.04,,,,,,,
February,2.84,0.36,3.61,0.53,2.00,,,,,,,
March,0.33,1.56,2.67,2.12,0.72,,,,,,,
April,2.96,2.66,0.92,2.38,3.33,,,,,,,
May,3.07,5.94,1.73,0.86,0.42,,,,,,,
June,3.98,0.94,1.76,0.71,2.87,,,,,,,
July,3.94,3.59,2.24,0.82,,,,,,,,
August,5.06,2.11,0.70,2.08,,,,,,,,
September,1.86,2.07,1.72,2.49,,,,,,,,
October,0.75,3.39,3.64,1.38,2.74,,,,,,,
November,2.92,2.11,1.30,2.26,6.30,,,,,,,
December,1.19,0.75,0.49,4.01,2.93,,,,,,,
Total,30.53,27.30,22.67,22.10,,,,,,,,
Calc annual,30.53,27.30,22.67,22.10,22.35,0.00,0.00,0.00,0.00,0.00,,
Difference,0.00,0.00,0.00,0.00,NaN,NaN,NaN,NaN,NaN,NaN,,
