"GARELOCHHEAD (WHISTLEFIELD FILTERS)",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,5322/8,,,,,,,,,,,
,,,,,,,,,,,,
,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,,
January,6.70,13.85,5.93,8.35,5.94,3.56,,,5.36,2.51,,
February,6.87,0.22,6.93,1.49,8.59,2.64,,,9.17,3.75,,
March,1.91,3.39,3.66,3.58,3.04,2.32,,,6.06,5.95,,
April,2.82,5.92,3.56,5.90,3.42,2.08,,,3.67,5.43,,
May,5.22,1.38,2.91,4.27,0.65,2.41,,,1.42,1.65,,
June,6.37,1.39,2.10,2.47,5.17,3.18,,,3.82,1.51,,
July,4.04,4.47,6.24,2.04,2.68,7.13,,,7.56,3.83,,
August,1.47,2.31,6.65,6.19,3.54,4.75,,,2.51,3.63,,
September,2.30,7.18,1.05,7.56,7.78,4.55,,,4.68,6.07,,
October,5.79,8.38,4.42,10.82,14.12,9.68,,,1.99,7.77,,
November,10.79,7.20,3.65,2.36,5.59,5.30,,,11.67,9.71,,
December,6.61,10.45,0.44,9.70,5.76,8.90,,,5.60,9.84,,
Total,60.89,66.14,47.54,64.73,66.28,56.50,,,63.51,61.65,,
Calc annual,60.89,66.14,47.54,64.73,66.28,56.50,0.00,0.00,63.51,61.65,,
Difference,0.00,0.00,0.00,0.00,0.00,0.00,NaN,NaN,-0.00,0.00,,
