"GATE BURTON HALL",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,2584,,,,,,,,,,,
,,,,,,,,,,,,
,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,,
January,2.66,1.06,1.80,1.44,1.77,3.32,3.34,1.42,4.33,1.60,,
February,2.20,0.67,1.96,0.68,1.78,2.26,1.96,1.24,0.80,1.79,,
March,0.33,1.21,2.52,1.76,0.43,0.93,1.92,0.26,1.53,1.88,,
April,2.96,1.58,0.78,2.16,2.09,1.19,2.75,0.05,1.42,1.34,,
May,2.86,5.67,1.69,0.86,0.31,1.08,2.87,2.61,1.26,0.33,,
June,3.73,0.63,1.51,1.17,2.48,3.89,2.46,1.47,2.35,0.77,,
July,3.41,2.79,2.18,1.48,0.53,6.07,2.83,3.58,4.27,4.90,,
August,5.19,1.59,0.28,1.45,1.03,2.65,0.30,1.71,2.40,0.47,,
September,3.30,1.22,1.48,1.08,3.37,2.39,1.10,3.26,0.74,0.69,,
October,0.71,3.13,4.56,0.85,2.69,2.11,1.86,2.15,3.82,3.73,,
November,2.54,1.25,1.56,1.80,4.34,2.31,1.36,2.11,3.65,4.61,,
December,1.08,0.77,0.43,3.72,2.28,0.96,3.28,3.62,1.83,1.96,,
Total,30.97,21.57,20.75,18.45,23.10,29.16,26.03,23.48,28.40,24.07,,
Calc annual,30.97,21.57,20.75,18.45,23.10,29.16,26.03,23.48,28.40,24.07,,
Difference,0.00,0.00,0.00,0.00,0.00,0.00,-0.00,0.00,0.00,0.00,,
