"STROOD WATERWORKS",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,373,,,,,,,,,,,
,,,,,,,,,,,,
,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,,
January,1.58,1.66,1.40,1.79,1.23,4.54,4.58,2.60,3.95,2.29,,
February,1.71,0.34,1.37,0.20,2.94,1.58,4.20,0.72,1.26,1.46,,
March,0.18,1.09,2.46,2.44,0.45,0.94,3.18,0.62,1.41,3.77,,
April,3.85,1.89,0.60,1.63,2.98,1.65,2.40,0.58,2.36,1.85,,
May,2.73,2.60,1.89,0.56,1.41,0.52,2.91,2.12,2.02,0.97,,
June,0.86,0.56,0.89,1.62,1.93,4.44,2.82,0.45,1.27,0.57,,
July,2.29,2.12,3.34,1.16,0.41,2.83,1.31,1.25,2.04,4.38,,
August,3.43,0.69,0.47,1.61,2.33,0.95,1.42,1.23,3.21,0.05,,
September,1.60,1.33,3.30,1.27,3.42,1.76,1.63,2.55,0.75,1.13,,
October,0.49,5.36,1.35,1.44,2.80,1.61,2.36,2.22,7.59,2.58,,
November,2.81,0.75,1.02,1.60,4.53,3.71,1.33,2.47,3.82,6.81,,
December,0.48,0.29,0.51,4.19,2.45,1.87,3.97,2.58,1.30,1.40,,
Total,22.01,18.68,18.60,19.51,26.88,26.40,32.11,19.39,30.98,27.26,,
Calc annual,22.01,18.68,18.60,19.51,26.88,26.40,32.11,19.39,30.98,27.26,,
Difference,0.00,0.00,0.00,0.00,-0.00,-0.00,0.00,0.00,0.00,0.00,,
