"UPHALL (BANGOUR ASYLUM)",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,5150,,,,,,,,,,,
,,,,,,,,,,,,
,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,,
January,2.06,4.43,,,,,,,,,,
February,2.04,0.10,,,,,,,,,,
March,1.30,2.27,,,,,,,,,,
April,2.41,3.08,,,,,,,,,,
May,3.16,3.52,,,,,,,,,,
June,5.00,,,,,,,,,,,
July,5.17,,,,,,,,,,,
August,3.98,,,,,,,,,,,
September,1.57,,,,,,,,,,,
October,2.57,,,,,,,,,,,
November,3.92,,,,,,,,,,,
December,1.90,,,,,,,,,,,
Total,35.08,,,,,,,,,,,
Calc annual,35.08,13.40,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,
Difference,0.00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,
