"BOXGROVE (STRETTINGTON HOUSE)",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,432/5,,,,,,,,,,,
,,,,,,,,,,,,
,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,,
January,,,,,0.52,4.78,5.74,,,,,
February,,,,,3.70,2.74,5.33,,,,,
March,,,,,0.69,2.07,3.76,,,,,
April,,,,,3.80,2.00,2.62,,,,,
May,,,,,1.03,0.37,2.38,,,,,
June,,,,,3.24,4.05,1.11,,,,,
July,,,,,1.94,4.10,1.20,,,,,
August,,,,,3.44,0.69,1.22,,,,,
September,,,,,4.83,3.18,1.51,,,,,
October,,,,,4.57,1.22,2.72,,,,,
November,,,,,8.22,4.52,1.29,,,,,
December,,,,,4.68,2.26,4.47,,,,,
Total,,,,,40.66,31.98,33.35,,,,,
Calc annual,0.00,0.00,0.00,0.00,40.66,31.98,33.35,0.00,0.00,0.00,,
Difference,NaN,NaN,NaN,NaN,0.00,0.00,0.00,NaN,NaN,NaN,,
