"KANTURK (CASTLECOR)",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,6020,,,,,,,,,,,
,,,,,,,,,,,,
,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,,
January,2.59,4.09,2.50,3.71,1.34,6.19,7.42,6.43,4.49,,,
February,3.69,0.32,2.94,0.38,3.51,4.51,4.66,2.63,4.13,6.45,,
March,3.88,2.87,1.89,3.86,1.90,2.89,3.98,1.31,3.22,2.39,,
April,2.33,3.61,2.30,3.62,2.91,2.36,3.45,0.13,1.41,3.14,,
May,3.86,2.97,4.62,1.98,1.07,1.49,2.29,3.96,1.04,1.39,,
June,3.55,2.43,2.05,1.77,4.59,2.45,1.04,2.34,2.38,1.21,,
July,4.00,3.97,3.65,2.12,0.93,5.86,4.01,4.39,4.31,2.38,,
August,3.10,2.74,1.76,3.65,2.31,1.07,2.35,2.52,2.20,0.25,,
September,1.19,2.65,0.99,4.95,6.26,2.84,4.04,2.64,1.56,2.21,,
October,1.54,3.65,2.45,3.89,3.29,2.19,2.80,6.75,3.04,5.95,,
November,7.56,1.86,1.94,1.51,4.64,3.81,3.50,7.29,11.48,4.77,,
December,1.93,5.55,1.60,6.79,3.35,4.81,2.74,4.66,2.81,3.68,,
Total,39.22,36.71,28.69,38.23,36.10,40.47,42.28,45.05,42.07,35.74,,
Calc annual,39.22,36.71,28.69,38.23,36.10,40.47,42.28,45.05,42.07,33.82,,
Difference,-0.00,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,0.00,1.92,,
