"ATHERTON CEMETERY",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,2825/5,,,,,,,,,,,
,,,,,,,,,,,,
,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,,
January,,,,,,,,4.50,6.00,2.30,,
February,,,,,,,,1.14,4.17,2.35,,
March,,,,,,,,1.08,2.00,2.73,,
April,,,,,,,,0.32,2.76,0.87,,
May,,,,,,,,3.97,1.11,1.53,,
June,,,,,,,,3.39,3.18,1.01,,
July,,,,,,,,3.35,6.00,3.86,,
August,,,,,,,,3.82,1.92,1.31,,
September,,,,,,,,1.94,1.22,3.31,,
October,,,,,,,,8.08,2.53,3.55,,
November,,,,,,,,4.12,5.52,6.95,,
December,,,,,,,,4.04,3.91,3.47,,
Total,,,,,,,,39.75,40.32,33.24,,
Calc annual,0.00,0.00,0.00,0.00,0.00,0.00,0.00,39.75,40.32,33.24,,
Difference,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00,0.00,0.00,,
