"WOKING (ST JOHNS HILL ROAD)",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,219/6,,,,,,,,,,,
,,,,,,,,,,,,
,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,,
January,,,,,,,,,4.36,,,
February,,,,,,,,,0.95,-999.00,,
March,,,,,,,,,1.57,3.10,,
April,,,,,,,,,1.36,1.49,,
May,,,,,,,,,1.89,1.25,,
June,,,,,,,,,1.37,0.80,,
July,,,,,,,,0.87,2.10,2.33,,
August,,,,,,,,,2.92,0.12,,
September,,,,,,,,2.19,0.12,1.38,,
October,,,,,,,,,4.90,3.60,,
November,,,,,,,,3.09,4.22,5.87,,
December,,,,,,,,3.58,1.63,1.32,,
Total,,,,,,,,,27.33,25.82,,
Calc annual,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.73,27.39,21.26,,
Difference,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-0.06,4.56,,
