"RHYMNEY BRIDGE RESERVOIR",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,4095,,,,,,,,,,,
,,,,,,,,,,,,
,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,,
January,5.79,13.74,6.16,8.77,2.01,9.48,11.58,10.10,10.32,3.53,,
February,5.62,0.10,7.26,0.72,8.21,3.72,8.94,3.16,6.56,4.50,,
March,1.16,4.70,5.59,4.98,2.25,5.55,4.35,0.92,3.20,4.89,,
April,5.22,6.05,1.53,4.81,8.29,3.46,4.59,0.40,5.53,6.03,,
May,5.47,6.81,2.19,3.36,1.51,1.64,2.18,4.70,1.01,2.00,,
June,5.60,2.42,3.36,1.77,7.30,3.27,1.81,3.71,3.41,1.19,,
July,5.27,5.74,5.03,3.12,1.14,10.79,3.15,4.85,12.31,5.58,,
August,6.33,2.07,1.12,5.47,1.83,1.02,1.29,4.44,3.15,0.75,,
September,2.46,6.77,2.71,4.41,10.45,4.51,2.53,2.37,1.28,3.28,,
October,1.82,11.10,8.14,7.28,9.11,4.60,4.07,9.80,5.79,9.09,,
November,16.73,4.57,1.62,3.63,10.66,7.56,3.12,9.41,12.75,13.26,,
December,3.77,4.67,1.49,15.60,6.05,10.54,4.71,6.85,3.63,4.48,,
Total,65.24,68.74,46.20,63.92,68.81,66.14,52.32,60.71,68.94,58.58,,
Calc annual,65.24,68.74,46.20,63.92,68.81,66.14,52.32,60.71,68.94,58.58,,
Difference,0.00,-0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,
