"GAIGUE SCHOOL",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,6152,,,,,,,,,,,
,,,,,,,,,,,,
,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,,
January,2.56,3.33,3.45,4.89,1.85,3.86,4.39,4.25,5.89,4.57,,
February,3.79,0.20,2.73,0.26,3.33,1.83,4.63,1.69,3.16,3.90,,
March,1.90,1.35,3.30,2.61,1.77,2.20,1.45,2.13,2.39,5.21,,
April,2.64,2.70,1.48,1.18,2.44,1.38,2.15,0.15,1.78,4.54,,
May,4.40,3.14,2.54,2.84,0.83,1.43,2.25,3.70,1.03,2.77,,
June,6.52,1.27,2.38,2.06,7.01,3.63,1.88,3.82,2.55,1.08,,
July,2.97,3.86,4.07,2.69,0.96,7.19,3.93,6.65,3.54,3.78,,
August,1.19,3.13,2.91,4.22,3.53,1.74,3.24,3.43,1.87,1.07,,
September,1.72,3.34,0.56,6.75,5.21,3.28,3.79,2.74,1.64,2.55,,
October,2.11,3.80,2.90,4.51,3.88,2.44,1.23,6.96,2.10,5.34,,
November,6.06,2.45,2.34,1.32,4.10,3.67,1.50,5.49,7.19,3.80,,
December,2.03,6.11,2.62,5.93,2.51,3.36,2.00,3.63,2.35,4.74,,
Total,37.89,34.68,31.28,39.26,37.42,36.01,32.44,44.64,35.49,43.35,,
Calc annual,37.89,34.68,31.28,39.26,37.42,36.01,32.44,44.64,35.49,43.35,,
Difference,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.00,0.00,0.00,,
