"SWANMORE VICARAGE",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,700/5,,,,,,,,,,,
,,,,,,,,,,,,
,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,,
January,,2.45,2.28,2.15,,,,,,,,
February,,0.10,3.50,0.10,,,,,,,,
March,,1.33,2.94,2.86,,,,,,,,
April,,2.91,1.41,2.23,,,,,,,,
May,,5.16,1.83,0.95,,,,,,,,
June,,2.03,2.48,0.95,,,,,,,,
July,,4.10,2.12,1.32,,,,,,,,
August,,1.27,0.96,2.82,,,,,,,,
September,,3.46,3.02,2.40,,,,,,,,
October,,6.09,2.02,1.57,,,,,,,,
November,,1.53,0.86,3.17,,,,,,,,
December,,1.43,0.68,9.22,,,,,,,,
Total,,31.86,24.10,29.74,,,,,,,,
Calc annual,0.00,31.86,24.10,29.74,0.00,0.00,0.00,0.00,0.00,0.00,,
Difference,NaN,0.00,0.00,0.00,NaN,NaN,NaN,NaN,NaN,NaN,,
