"SALISBURY (MANOR ROAD)",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,1509,,,,,,,,,,,
,,,,,,,,,,,,
,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,,
January,2.10,2.82,2.65,2.49,0.74,4.84,6.15,2.95,5.36,2.25,,
February,2.25,0.10,4.67,0.13,3.32,2.62,4.95,0.87,1.75,3.47,,
March,0.87,1.99,3.51,3.23,0.99,2.92,4.43,0.18,1.35,2.78,,
April,2.75,3.21,1.36,1.85,3.49,1.84,1.91,0.04,2.30,1.46,,
May,2.58,4.20,1.53,0.72,1.03,1.18,2.25,2.09,1.11,0.66,,
June,3.13,1.69,2.30,1.49,3.71,2.43,1.48,0.87,2.08,0.61,,
July,3.62,2.73,2.31,1.29,0.50,4.10,1.37,3.05,5.69,2.52,,
August,4.32,0.89,0.50,2.67,2.13,0.31,1.11,2.52,2.88,0.15,,
September,1.40,3.39,2.73,1.89,3.78,3.18,2.43,1.72,1.25,1.52,,
October,0.66,4.90,1.91,1.62,4.77,1.49,4.31,3.03,4.79,4.43,,
November,4.69,1.76,0.93,2.01,7.25,3.29,1.36,5.11,5.80,7.82,,
December,0.86,1.54,0.92,8.34,4.91,3.27,4.10,4.52,1.79,2.01,,
Total,29.23,29.22,25.32,27.73,36.62,31.47,35.85,26.95,36.15,29.68,,
Calc annual,29.23,29.22,25.32,27.73,36.62,31.47,35.85,26.95,36.15,29.68,,
Difference,0.00,-0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,
