"BRAMCOTE RESERVOIR",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,2602/5,,,,,,,,,,,
,,,,,,,,,,,,
,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,,
January,,1.40,1.80,2.22,0.89,3.23,3.46,2.56,4.39,2.62,,
February,,0.28,2.34,0.58,2.22,1.65,3.56,0.69,1.09,2.71,,
March,,1.40,2.73,1.77,0.60,1.44,1.89,0.23,1.58,1.96,,
April,,2.50,1.32,2.12,2.87,1.47,2.27,0.05,1.67,1.76,,
May,,6.51,1.73,1.05,0.28,0.39,2.56,1.84,0.91,1.59,,
June,,0.73,1.47,0.43,3.18,3.13,0.43,1.05,1.55,0.97,,
July,,3.57,1.81,2.24,0.20,4.63,3.86,3.31,3.17,2.83,,
August,,1.37,0.66,1.97,1.90,0.77,0.53,2.43,3.15,0.29,,
September,,1.66,1.46,1.98,4.84,2.84,1.02,2.36,2.10,0.62,,
October,,2.79,3.22,1.12,3.11,1.40,2.58,2.63,2.72,3.92,,
November,,1.71,0.91,2.19,4.05,2.04,1.57,2.34,4.06,6.04,,
December,,0.61,0.31,4.02,3.19,1.58,2.62,3.76,1.65,1.58,,
Total,,24.53,19.76,21.69,27.33,24.57,26.35,23.25,28.04,26.89,,
Calc annual,0.00,24.53,19.76,21.69,27.33,24.57,26.35,23.25,28.04,26.89,,
Difference,NaN,0.00,0.00,0.00,-0.00,0.00,-0.00,0.00,0.00,0.00,,
