"TYBERTON COURT",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,2232,,,,,,,,,,,
,,,,,,,,,,,,
,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,,
January,1.75,4.51,2.14,3.09,0.91,5.65,5.06,3.41,6.66,3.73,,
February,1.62,0.14,3.31,0.15,2.26,2.49,5.01,0.82,2.04,2.65,,
March,0.59,1.73,2.42,2.43,0.53,2.73,3.57,0.09,1.32,1.60,,
April,3.15,3.40,0.89,2.68,4.01,2.36,2.19,0.27,2.85,3.57,,
May,4.12,4.79,2.07,1.32,0.58,1.65,2.01,1.89,0.97,2.59,,
June,3.97,1.12,2.37,1.40,3.88,4.16,0.77,1.49,2.04,1.09,,
July,3.34,3.19,1.02,0.49,0.35,4.74,2.94,2.82,5.63,2.80,,
August,4.83,2.18,0.51,2.72,1.97,0.19,1.13,3.03,2.14,0.20,,
September,1.50,2.72,1.87,1.15,3.27,2.85,1.59,1.34,0.76,1.12,,
October,0.52,4.90,5.75,1.45,3.04,1.79,4.64,3.84,3.78,4.67,,
November,6.83,1.80,0.69,1.65,5.15,2.82,1.56,3.75,6.20,8.30,,
December,0.93,2.29,1.09,6.44,3.87,4.45,2.81,4.11,1.79,2.00,,
Total,33.15,32.77,24.13,24.97,29.82,35.88,33.28,26.86,36.18,34.32,,
Calc annual,33.15,32.77,24.13,24.97,29.82,35.88,33.28,26.86,36.18,34.32,,
Difference,0.00,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,0.00,-0.00,,
