"CHARMINSTER (BROOKLANDS)",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,1586/5,,,,,,,,,,,
,,,,,,,,,,,,
,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,,
January,,,,,,6.42,6.85,5.08,6.90,3.55,,
February,,,,,,3.94,7.79,1.08,2.78,5.75,,
March,,,,,,5.85,5.42,0.46,1.51,3.81,,
April,,,,,,2.43,3.09,0.09,2.02,2.18,,
May,,,,,,0.52,4.14,2.37,0.75,2.59,,
June,,,,,,2.13,0.93,1.07,3.17,0.39,,
July,,,,,,5.49,4.18,3.23,6.78,3.18,,
August,,,,,,0.23,1.32,3.21,2.90,0.09,,
September,,,,,,3.08,3.08,2.53,1.39,3.26,,
October,,,,,,2.26,5.07,5.30,7.49,7.42,,
November,,,,,,4.02,2.87,7.59,9.26,10.59,,
December,,,,,,4.90,5.54,4.44,3.70,3.62,,
Total,,,,,,41.27,50.28,36.45,48.65,46.43,,
Calc annual,0.00,0.00,0.00,0.00,0.00,41.27,50.28,36.45,48.65,46.43,,
Difference,NaN,NaN,NaN,NaN,NaN,0.00,0.00,0.00,0.00,0.00,,
