"DONCASTER (PUMPING STN) NEW G",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,3159,,,,,,,,,,,
,,,,,,,,,,,,
,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,,
January,1.68,1.04,2.16,1.65,1.30,3.06,3.48,1.67,3.80,1.91,,
February,2.02,0.34,3.55,0.72,2.39,2.77,2.92,1.23,0.76,1.72,,
March,0.32,1.56,3.12,1.98,1.21,1.27,2.25,0.27,1.67,1.55,,
April,3.03,1.72,0.89,2.31,1.81,1.51,3.37,0.06,1.43,1.79,,
May,2.32,6.80,2.47,0.88,0.46,1.21,3.29,2.68,1.58,0.54,,
June,5.70,1.08,2.52,1.68,2.59,3.81,2.49,1.82,1.60,1.14,,
July,4.99,3.32,1.45,2.14,0.91,3.50,2.54,2.52,3.34,5.02,,
August,4.94,2.34,0.38,1.12,1.97,1.61,0.17,1.69,1.61,0.47,,
September,3.05,1.59,1.68,1.44,4.58,2.29,1.16,1.95,1.20,0.67,,
October,0.90,3.06,5.36,1.33,3.19,2.31,3.06,2.28,2.51,3.46,,
November,3.15,1.34,2.07,2.29,4.47,2.96,1.47,2.02,3.49,4.77,,
December,0.94,0.98,0.40,3.60,2.83,1.37,3.43,2.89,2.13,2.32,,
Total,33.04,25.17,26.05,21.14,27.71,27.67,29.63,21.08,25.12,25.36,,
Calc annual,33.04,25.17,26.05,21.14,27.71,27.67,29.63,21.08,25.12,25.36,,
Difference,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,
