"WEST KILBRIDE (HUNTERSTON)",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,5215,,,,,,,,,,,
,,,,,,,,,,,,
,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,,
January,4.27,6.31,3.88,4.47,2.86,4.39,5.31,6.46,5.67,3.30,,
February,3.73,0.04,3.48,0.28,5.17,2.06,5.68,2.37,5.40,2.07,,
March,1.13,2.68,1.80,2.65,1.64,3.25,1.82,3.00,3.85,4.18,,
April,1.79,3.68,1.85,3.70,3.41,1.53,2.26,0.30,2.52,2.60,,
May,3.84,2.54,2.91,2.91,0.82,2.85,1.35,3.79,1.25,1.46,,
June,4.52,1.83,2.26,2.62,3.12,1.71,4.02,4.95,2.53,0.69,,
July,4.74,3.52,4.22,2.62,2.10,4.88,5.21,4.64,5.89,3.63,,
August,1.45,3.08,3.89,4.00,1.50,3.58,3.62,2.72,1.98,1.74,,
September,1.65,4.38,0.91,5.92,5.60,4.43,2.87,4.18,2.93,4.92,,
October,3.89,6.36,3.13,8.01,8.61,4.70,2.85,9.28,3.49,5.64,,
November,7.66,4.02,3.64,1.30,6.27,3.57,1.39,8.84,7.88,6.81,,
December,3.68,7.35,1.80,8.48,3.88,6.05,2.78,3.34,3.21,6.46,,
Total,42.35,45.79,33.77,46.96,44.98,43.00,39.16,53.87,46.60,43.50,,
Calc annual,42.35,45.79,33.77,46.96,44.98,43.00,39.16,53.87,46.60,43.50,,
Difference,0.00,0.00,0.00,0.00,0.00,0.00,-0.00,-0.00,-0.00,0.00,,
