"HEATHFIELD (BARKLYE)",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,561,,,,,,,,,,,
,,,,,,,,,,,,
,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,,
January,2.84,4.19,2.70,3.71,0.93,6.12,,,,,,
February,2.71,0.47,2.88,0.24,4.73,2.60,,,,,,
March,0.56,1.85,3.57,3.31,0.94,1.30,,,,,,
April,3.84,3.02,1.31,2.65,4.05,2.94,,,,,,
May,2.34,2.66,1.55,0.68,1.96,,,,,,,
June,1.94,1.72,2.03,1.48,2.44,,,,,,,
July,4.15,4.63,2.88,2.53,0.41,,,,,,,
August,6.13,0.60,1.54,2.69,4.67,,,,,,,
September,2.19,3.27,4.24,2.21,6.42,,,,,,,
October,0.92,8.91,2.04,2.34,5.11,,,,,,,
November,5.86,2.09,1.63,4.67,8.60,,,,,,,
December,1.13,0.99,1.08,10.98,5.45,,,,,,,
Total,34.61,34.40,27.45,37.49,45.71,,,,,,,
Calc annual,34.61,34.40,27.45,37.49,45.71,12.96,0.00,0.00,0.00,0.00,,
Difference,-0.00,0.00,-0.00,0.00,0.00,NaN,NaN,NaN,NaN,NaN,,
