"CLAREMORRIS (CASTLEMAGARNETT)",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,6174/5,,,,,,,,,,,
,,,,,,,,,,,,
,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,,
January,,7.00,4.52,5.41,2.04,,,,4.54,,,
February,,0.20,2.13,0.36,4.54,,,,3.61,,,
March,,2.21,4.04,3.26,2.72,,,2.81,,,,
April,,3.23,2.54,1.93,3.34,,,0.11,2.21,,,
May,,3.23,3.38,2.36,0.79,,,4.64,1.29,,,
June,,1.65,3.25,1.49,6.77,,,5.30,2.75,,,
July,,3.03,2.90,2.06,0.47,,,3.86,4.00,,,
August,,1.39,2.98,4.83,2.96,,,4.00,,,,
September,,4.31,1.78,6.28,7.30,,,3.50,,,,
October,,3.64,3.47,6.80,6.01,,,7.34,,,,
November,,3.16,1.94,1.72,5.42,,,7.76,,,,
December,,6.92,2.33,7.71,1.93,,,4.38,,,,
Total,,39.97,35.26,44.21,44.29,,,,,,,
Calc annual,0.00,39.97,35.26,44.21,44.29,0.00,0.00,43.70,18.40,0.00,,
Difference,NaN,0.00,0.00,0.00,0.00,NaN,NaN,NaN,NaN,NaN,,
