"WOOKEY HOLE",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,2021,,,,,,,,,,,
,,,,,,,,,,,,
,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,,
January,2.62,2.86,2.89,2.24,0.80,3.91,4.84,3.49,5.93,,,
February,3.25,0.08,4.09,0.35,3.55,2.45,6.10,1.37,1.85,,,
March,0.78,2.08,3.16,2.53,1.08,3.62,4.50,0.34,1.59,,,
April,2.84,3.18,1.82,2.48,5.04,2.76,2.50,0.22,4.13,,,
May,3.72,5.67,1.82,1.41,1.23,0.95,2.59,2.14,0.98,,,
June,3.09,1.36,1.69,1.42,4.38,2.58,1.42,1.62,2.80,,,
July,4.67,5.68,2.47,1.36,0.53,7.49,4.58,3.64,3.77,,,
August,4.78,1.71,1.88,4.28,1.90,0.80,1.26,3.19,4.42,,,
September,2.52,5.45,2.20,3.07,5.07,3.53,2.41,2.54,1.23,,,
October,1.25,7.03,3.02,3.63,4.46,3.20,4.20,5.40,3.70,,,
November,3.90,3.05,0.68,1.39,7.71,3.84,2.85,5.53,7.91,,,
December,1.25,1.98,0.96,7.87,4.51,2.75,2.56,4.64,2.59,,,
Total,34.67,40.13,26.68,32.03,40.26,37.88,39.81,34.12,40.90,,,
Calc annual,34.67,40.13,26.68,32.03,40.26,37.88,39.81,34.12,40.90,0.00,,
Difference,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.00,-0.00,NaN,,
