"HORBURY (HIGHFIELDS)",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,3230,,,,,,,,,,,
,,,,,,,,,,,,
,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,,
January,1.60,,,,,,,,,,,
February,2.26,,,,,,,,,,,
March,0.81,,,,,,,,,,,
April,3.74,,,,,,,,,,,
May,1.83,,,,,,,,,,,
June,5.10,,,,,,,,,,,
July,3.03,,,,,,,,,,,
August,3.66,,,,,,,,,,,
September,3.45,,,,,,,,,,,
October,1.04,,,,,,,,,,,
November,3.54,,,,,,,,,,,
December,0.59,,,,,,,,,,,
Total,30.65,,,,,,,,,,,
Calc annual,30.65,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,
Difference,0.00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,
