"BARLASTON (HIGHFIELDS)",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,2363/5,,,,,,,,,,,
,,,,,,,,,,,,
,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,,
January,,,,,,4.52,4.11,,,,,
February,,,,,,1.72,5.00,,,,,
March,,,,,,1.92,2.18,,,,,
April,,,,,,1.90,3.29,,,,,
May,,,,,,0.63,2.32,,,,,
June,,,,,,3.64,0.51,,,,,
July,,,,,,5.90,3.85,,,,,
August,,,,,,2.71,1.40,,,,,
September,,,,,,3.92,1.46,,,,,
October,,,,,,2.38,2.11,,,,,
November,,,,,,3.18,1.22,,,,,
December,,,,,,2.96,3.54,,,,,
Total,,,,,,35.38,30.99,,,,,
Calc annual,0.00,0.00,0.00,0.00,0.00,35.38,30.99,0.00,0.00,0.00,,
Difference,NaN,NaN,NaN,NaN,NaN,-0.00,0.00,NaN,NaN,NaN,,
