"BREADSALL PRIORY",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,2662/5,,,,,,,,,,,
,,,,,,,,,,,,
,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,,
January,,,2.16,2.69,0.78,3.31,3.58,2.88,5.65,3.11,,
February,,,3.24,0.52,3.05,1.96,4.13,0.70,1.04,3.22,,
March,,,2.94,2.14,0.89,1.77,2.65,0.19,1.64,2.01,,
April,,,1.11,2.13,3.38,1.96,2.28,0.06,2.00,1.63,,
May,,,1.66,1.08,0.34,0.52,2.58,1.82,1.10,0.98,,
June,,,1.63,0.66,3.27,3.72,0.76,1.35,1.38,0.93,,
July,,,2.04,2.24,0.53,4.25,2.72,3.96,4.31,2.60,,
August,,,0.69,2.11,2.44,0.71,0.28,2.46,2.41,0.35,,
September,,,1.25,2.66,6.81,3.48,1.73,3.23,0.89,0.69,,
October,,,5.78,1.54,4.44,1.64,2.28,2.68,3.11,4.19,,
November,,,1.49,2.67,5.17,2.63,1.59,2.68,4.04,6.19,,
December,,,0.25,6.42,3.51,2.01,3.33,3.88,1.98,1.94,,
Total,,,24.24,26.86,34.61,27.96,27.91,25.89,29.55,27.84,,
Calc annual,0.00,0.00,24.24,26.86,34.61,27.96,27.91,25.89,29.55,27.84,,
Difference,NaN,NaN,0.00,0.00,0.00,0.00,-0.00,0.00,0.00,0.00,,
