"DOUGLIEHILL FILTERS ( PT. GLAS. W.W. )",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,5308,,,,,,,,,,,
,,,,,,,,,,,,
,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,,
January,5.36,11.20,6.15,9.89,2.10,5.20,8.21,9.45,4.90,2.94,,
February,4.27,0.08,6.19,0.65,6.87,4.01,5.28,4.12,8.33,2.35,,
March,1.38,2.04,3.63,2.34,2.33,4.11,1.33,5.86,6.41,4.28,,
April,2.24,5.00,2.50,3.57,4.36,1.86,3.04,0.78,3.27,4.10,,
May,4.54,2.79,4.02,2.88,0.53,2.30,1.92,3.25,1.77,0.85,,
June,6.47,2.07,2.61,2.48,3.30,1.56,2.57,7.00,1.70,1.57,,
July,3.94,4.19,3.55,2.64,1.77,6.20,3.62,4.20,5.15,3.74,,
August,1.59,2.30,3.35,4.57,2.54,2.29,2.99,2.48,2.14,2.13,,
September,1.63,5.75,0.74,7.58,7.71,4.62,3.55,4.88,2.78,4.15,,
October,4.71,6.55,3.25,9.15,11.59,5.66,3.77,11.25,3.59,7.74,,
November,9.89,6.16,3.13,1.76,4.81,4.48,0.95,12.26,9.51,9.72,,
December,5.27,11.20,0.70,9.53,2.87,10.26,2.75,7.48,5.17,6.79,,
Total,51.29,59.33,39.82,57.04,50.78,52.55,39.98,73.01,54.72,50.36,,
Calc annual,51.29,59.33,39.82,57.04,50.78,52.55,39.98,73.01,54.72,50.36,,
Difference,0.00,0.00,-0.00,0.00,0.00,-0.00,-0.00,0.00,-0.00,0.00,,
