"HEADLEY (THE HURST)",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,128,,,,,,,,,,,
,,,,,,,,,,,,
,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,,
January,1.73,3.40,2.38,2.28,1.36,5.88,5.83,2.86,5.85,2.57,,
February,1.96,0.46,2.47,0.43,3.45,2.28,-999.00,0.89,1.78,2.10,,
March,0.45,1.78,3.49,2.70,0.65,1.90,4.18,0.44,1.61,3.80,,
April,4.75,2.70,0.77,3.08,3.49,2.12,3.29,0.23,3.40,2.79,,
May,2.56,4.39,3.35,0.78,1.87,0.46,2.48,2.18,1.50,2.21,,
June,1.66,1.64,1.78,1.75,3.66,3.33,1.91,0.52,2.21,0.53,,
July,3.37,2.72,1.90,2.19,1.07,4.84,1.05,2.09,3.13,2.47,,
August,4.48,0.55,0.98,1.93,2.28,1.02,1.52,2.61,2.17,0.06,,
September,2.87,2.15,2.96,1.88,4.10,2.71,1.90,2.22,1.46,2.27,,
October,0.66,6.74,2.21,2.23,3.36,2.29,2.97,2.98,6.29,3.21,,
November,3.46,1.53,1.43,3.28,6.81,4.31,2.03,4.30,4.11,8.41,,
December,0.64,0.92,0.68,8.03,4.23,3.14,4.88,4.26,1.53,1.55,,
Total,28.59,28.98,24.40,30.56,36.33,34.28,36.61,25.58,35.04,31.97,,
Calc annual,28.59,28.98,24.40,30.56,36.33,34.28,32.04,25.58,35.04,31.97,,
Difference,-0.00,-0.00,0.00,-0.00,0.00,0.00,4.57,0.00,0.00,0.00,,
