"LEIGH (SEWAGE WORKS)",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,2824,,,,,,,,,,,
,,,,,,,,,,,,
,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,,
January,3.72,3.81,1.96,2.44,1.80,4.47,2.58,3.61,6.15,2.13,,
February,3.54,0.05,2.76,0.31,3.08,1.43,4.90,1.06,3.67,2.22,,
March,0.22,1.97,2.20,2.11,1.34,1.71,1.71,0.98,1.89,2.05,,
April,2.56,2.78,1.18,1.42,2.36,1.05,2.65,0.37,2.76,1.79,,
May,2.45,4.23,1.56,2.46,1.17,0.54,2.47,4.18,1.04,1.23,,
June,5.20,0.54,2.87,1.51,3.27,3.51,1.13,3.40,3.06,0.79,,
July,2.74,4.18,2.86,1.40,1.06,3.30,1.70,3.74,5.94,3.46,,
August,7.82,1.04,1.04,3.25,1.15,2.07,2.92,3.30,1.46,1.11,,
September,2.59,3.58,1.02,2.27,6.04,4.69,1.24,1.75,1.79,3.30,,
October,1.90,7.99,4.23,4.74,5.67,2.97,2.07,7.38,2.15,3.51,,
November,5.92,3.20,1.01,1.73,4.42,4.09,1.91,3.78,5.25,6.43,,
December,1.77,1.58,0.51,5.07,3.05,2.58,1.97,3.92,2.18,2.96,,
Total,40.43,34.95,23.20,28.71,34.41,32.41,27.25,37.47,37.34,30.98,,
Calc annual,40.43,34.95,23.20,28.71,34.41,32.41,27.25,37.47,37.34,30.98,,
Difference,-0.00,0.00,-0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.00,,
