"EAST KIRKBY (E. KIRKBY MANOR)",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,2550,,,,,,,,,,,
,,,,,,,,,,,,
,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,,
January,2.89,1.07,1.85,1.65,2.69,3.08,3.80,2.46,4.28,1.96,,
February,2.55,0.84,2.39,0.86,2.18,2.47,2.42,1.16,0.63,2.40,,
March,0.56,1.76,2.79,1.68,0.39,1.27,3.02,0.25,2.47,1.73,,
April,2.96,3.18,1.37,1.77,3.24,1.94,2.98,0.38,2.04,1.43,,
May,1.84,3.92,2.17,0.85,0.37,0.85,4.15,2.14,1.02,1.63,,
June,2.55,0.53,2.49,1.07,2.07,3.34,1.29,1.20,2.66,0.70,,
July,5.61,3.61,1.40,1.06,0.41,4.82,2.92,3.51,2.24,5.50,,
August,4.23,2.15,0.66,2.25,3.09,1.28,0.99,4.57,1.16,1.08,,
September,2.78,2.29,1.37,1.32,3.21,1.65,1.31,2.70,1.28,0.99,,
October,1.00,4.02,3.24,1.75,3.11,2.46,1.63,2.82,4.09,2.88,,
November,2.32,1.84,2.62,2.08,3.93,2.48,2.15,2.31,4.44,4.05,,
December,1.50,0.96,0.63,3.62,2.43,1.32,2.62,4.22,2.71,1.99,,
Total,30.79,26.17,22.98,19.96,27.12,26.96,29.28,27.72,29.02,26.34,,
Calc annual,30.79,26.17,22.98,19.96,27.12,26.96,29.28,27.72,29.02,26.34,,
Difference,-0.00,0.00,-0.00,0.00,0.00,0.00,0.00,0.00,-0.00,0.00,,
