"HAMMERSMITH CEMETERY",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,28,,,,,,,,,,,
,,,,,,,,,,,,
,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,,
January,1.17,0.93,1.15,1.37,1.08,4.18,3.52,2.60,4.22,2.48,,
February,1.58,0.16,2.33,0.25,1.94,1.41,4.21,0.46,0.88,1.20,,
March,0.23,1.32,1.85,1.74,0.26,1.18,2.94,0.24,1.23,3.48,,
April,3.46,2.21,0.93,1.43,2.87,1.50,2.56,0.00,1.87,1.54,,
May,2.46,3.47,1.90,0.39,1.30,0.60,2.14,1.51,1.45,1.74,,
June,1.36,0.64,1.66,0.73,3.06,3.04,1.98,0.45,0.86,1.28,,
July,2.63,1.93,2.37,1.83,0.68,2.36,0.61,0.71,1.83,2.79,,
August,4.88,1.95,0.53,1.93,2.31,0.45,1.05,2.41,3.08,0.11,,
September,2.74,2.14,2.56,1.45,2.76,3.13,1.48,2.53,1.03,1.36,,
October,0.58,5.12,1.45,0.92,2.31,1.37,2.53,2.45,4.93,2.89,,
November,1.68,1.19,0.89,1.74,4.10,3.08,1.49,2.89,4.22,7.15,,
December,0.54,0.41,0.31,3.87,2.49,1.95,3.97,3.21,0.94,1.30,,
Total,23.31,21.47,17.93,17.65,25.16,24.25,28.48,19.46,26.54,27.32,,
Calc annual,23.31,21.47,17.93,17.65,25.16,24.25,28.48,19.46,26.54,27.32,,
Difference,0.00,-0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,
