"COLLOONEY (MARKREE CASTLE)",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,6175,,,,,,,,,,,
,,,,,,,,,,,,
,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,,
January,5.02,5.48,4.14,4.63,3.54,4.28,5.39,6.04,3.43,2.95,,
February,4.42,0.18,3.14,0.63,3.89,2.13,5.47,2.48,4.46,3.67,,
March,1.81,2.28,3.98,4.14,2.16,3.03,1.60,2.32,3.41,6.44,,
April,2.98,4.58,2.29,2.78,4.21,1.25,2.73,0.39,1.77,3.82,,
May,4.73,2.77,2.80,3.07,1.70,1.75,1.66,3.88,0.90,3.20,,
June,5.97,2.32,4.05,1.91,4.89,5.23,1.83,5.58,1.98,2.05,,
July,4.44,6.09,2.97,2.42,1.06,6.22,6.39,3.71,4.86,4.70,,
August,4.33,2.55,3.05,6.37,3.17,2.44,3.97,3.56,2.01,2.27,,
September,2.70,4.66,0.85,6.58,6.20,4.38,4.68,3.27,1.51,4.26,,
October,3.24,5.37,3.35,6.22,6.09,3.82,1.37,8.08,3.24,4.92,,
November,6.64,3.27,2.53,1.82,4.68,4.69,1.61,6.85,8.03,4.45,,
December,3.49,6.32,1.83,5.53,4.00,5.25,3.91,5.72,4.57,5.80,,
Total,49.77,45.87,34.98,46.10,45.59,44.47,40.61,51.88,40.17,48.53,,
Calc annual,49.77,45.87,34.98,46.10,45.59,44.47,40.61,51.88,40.17,48.53,,
Difference,-0.00,-0.00,-0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,
