"HUTTON (LANCS C.C. HORTIC. STAT.)",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,2952,,,,,,,,,,,
,,,,,,,,,,,,
,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,,
January,4.09,3.85,3.00,2.84,1.74,3.89,2.21,3.74,4.35,2.44,,
February,3.65,0.08,3.15,0.16,4.27,1.80,4.64,1.42,2.88,2.63,,
March,0.35,2.41,2.48,1.82,1.01,2.35,1.40,0.81,1.70,2.80,,
April,2.36,2.51,1.66,2.18,2.65,1.22,2.62,0.37,2.56,1.87,,
May,1.90,4.09,1.86,3.20,1.67,0.96,1.95,3.17,0.98,1.24,,
June,6.97,1.27,1.87,2.61,3.33,4.83,1.95,4.14,3.86,0.89,,
July,3.30,4.38,2.64,1.82,1.74,3.25,1.41,4.09,6.60,4.52,,
August,4.74,1.28,1.97,3.91,2.60,2.20,2.39,3.67,1.47,1.80,,
September,2.93,5.17,1.31,3.74,7.23,3.78,2.15,1.70,0.87,3.89,,
October,2.90,6.04,4.23,5.81,6.65,2.94,2.08,7.88,1.22,3.68,,
November,6.87,2.71,1.70,2.43,3.62,5.11,1.57,4.86,5.76,5.28,,
December,2.33,1.62,0.59,4.58,3.00,4.15,2.02,3.81,2.91,2.92,,
Total,42.39,35.41,26.46,35.10,39.51,36.48,26.39,39.66,35.16,33.96,,
Calc annual,42.39,35.41,26.46,35.10,39.51,36.48,26.39,39.66,35.16,33.96,,
Difference,0.00,0.00,0.00,0.00,0.00,-0.00,0.00,-0.00,0.00,0.00,,
