"CREWE (WESTON LANE)",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,2765,,,,,,,,,,,
,,,,,,,,,,,,
,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,,
January,2.23,2.24,1.49,2.46,1.48,2.61,,,,,,
February,2.87,0.03,3.12,0.46,2.86,1.16,,,,,,
March,0.17,1.05,2.19,1.66,0.70,1.89,,,,,,
April,3.21,3.04,0.67,1.74,2.53,1.22,,,,,,
May,3.27,5.84,1.69,1.39,1.11,0.88,,,,,,
June,4.61,0.35,2.35,0.99,4.15,3.52,,,,,,
July,2.92,2.60,1.41,1.06,0.98,3.00,,,,,,
August,5.38,1.69,1.02,2.42,1.72,1.42,,,,,,
September,3.37,1.91,0.88,1.52,4.95,3.51,,,,,,
October,0.97,4.43,3.99,3.46,4.77,1.30,,,,,,
November,4.91,2.06,1.16,2.14,3.75,2.77,,,,,,
December,1.60,0.74,0.26,4.43,3.46,3.50,,,,,,
Total,35.51,25.98,20.23,23.73,32.46,26.78,,,,,,
Calc annual,35.51,25.98,20.23,23.73,32.46,26.78,0.00,0.00,0.00,0.00,,
Difference,0.00,0.00,-0.00,0.00,0.00,0.00,NaN,NaN,NaN,NaN,,
