"HIGH BENTHAM (LOAN GAUGE)",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,3069/1,,,,,,,,,,,
,,,,,,,,,,,,
,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,,
January,,,,,,,,,,,,
February,,,,,,,,,,,,
March,,,,,,,,,,,,
April,,,,,,,,,,,,
May,,,,,,,,,,,,
June,,,,,,,,,,,,
July,,,,,,,,,,,,
August,,,,,,,,,,,,
September,,,,,,,,,,,,
October,,,,,,,,,,,,
November,,,,0.94,,,,,,,,
December,,,,5.97,,,,,,,,
Total,,,,,,,,,,,,
Calc annual,0.00,0.00,0.00,6.91,0.00,0.00,0.00,0.00,0.00,0.00,,
Difference,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,
