"BOARS HILL (BLACKTHORN)",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,829,,,,,,,,,,,
,,,,,,,,,,,,
,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,,
January,1.17,1.86,1.47,1.84,0.51,3.16,3.10,2.51,3.89,2.78,,
February,1.81,0.08,3.29,0.17,2.16,1.65,4.30,0.71,0.91,1.76,,
March,0.20,1.81,2.39,1.69,0.37,2.95,2.67,0.46,1.56,2.36,,
April,3.08,2.48,1.18,2.26,3.42,1.37,2.68,0.08,3.08,2.60,,
May,3.10,6.01,1.45,0.55,1.51,0.95,3.26,1.89,1.34,1.90,,
June,2.80,0.20,1.17,1.23,4.58,3.68,1.50,0.72,1.90,0.67,,
July,3.41,3.18,1.95,0.83,0.61,3.60,1.96,1.35,4.33,2.62,,
August,4.69,2.21,1.18,1.92,1.69,0.78,0.56,3.66,1.79,0.08,,
September,2.97,2.55,2.36,2.02,4.92,3.26,1.69,1.60,0.62,0.83,,
October,0.66,5.05,1.54,1.62,4.39,1.48,3.17,2.82,4.54,2.63,,
November,2.80,1.13,1.04,1.56,3.91,2.71,1.37,2.78,3.99,6.62,,
December,0.86,0.67,0.31,5.40,2.86,1.98,1.82,2.90,1.40,1.28,,
Total,27.55,27.23,19.33,21.09,30.93,27.57,28.08,21.48,29.35,26.13,,
Calc annual,27.55,27.23,19.33,21.09,30.93,27.57,28.08,21.48,29.35,26.13,,
Difference,0.00,0.00,0.00,0.00,0.00,0.00,-0.00,0.00,0.00,-0.00,,
