"PLYMOUTH (HARTLEY RESERVOIR)",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,1640,,,,,,,,,,,
,,,,,,,,,,,,
,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,,
January,3.83,5.31,2.71,4.12,0.89,6.88,5.54,6.34,7.12,2.84,,
February,3.97,0.03,4.18,0.14,4.15,4.79,8.67,1.43,2.71,5.48,,
March,2.16,2.10,4.13,3.82,1.20,4.43,5.20,0.38,1.30,4.06,,
April,3.11,3.71,3.42,3.06,6.28,1.84,3.85,0.15,2.95,2.90,,
May,4.51,4.73,1.91,1.85,1.71,0.55,3.88,3.45,1.29,1.95,,
June,4.85,3.80,2.32,1.82,4.59,1.31,1.52,1.35,3.86,0.72,,
July,6.12,2.70,3.00,0.49,0.42,7.10,2.23,4.08,6.60,2.96,,
August,3.90,1.78,1.73,4.56,3.13,0.58,1.08,4.70,3.82,0.09,,
September,1.66,5.35,2.01,4.07,5.14,2.96,2.73,2.02,0.57,2.14,,
October,1.26,8.11,3.95,3.40,6.53,1.39,3.72,5.54,5.25,3.61,,
November,7.56,3.47,1.84,1.30,8.52,3.56,3.15,9.96,8.56,8.60,,
December,2.40,3.95,2.94,14.61,6.07,4.41,4.69,4.36,3.22,5.46,,
Total,45.33,45.04,34.14,43.24,48.63,39.80,46.26,43.76,47.25,40.81,,
Calc annual,45.33,45.04,34.14,43.24,48.63,39.80,46.26,43.76,47.25,40.81,,
Difference,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,
