"PUTNEY HEATH RESERVOIR",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,8,,,,,,,,,,,
,,,,,,,,,,,,
,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,,
January,1.20,1.76,1.16,1.32,1.35,3.87,3.67,2.53,3.82,2.60,,
February,1.70,0.17,2.33,0.31,2.24,1.53,4.07,0.43,0.86,1.55,,
March,0.17,1.13,2.27,1.91,0.31,0.94,2.82,0.23,0.98,3.20,,
April,3.72,2.33,0.68,1.68,2.81,1.74,2.07,0.08,2.09,1.58,,
May,2.82,3.99,1.88,0.41,1.06,0.54,2.52,1.24,1.41,1.11,,
June,1.73,0.68,1.62,0.65,2.95,3.40,1.86,0.53,0.91,2.02,,
July,2.70,2.34,1.90,2.26,0.94,2.38,0.38,1.14,2.01,3.01,,
August,5.74,1.75,0.66,2.02,2.29,0.54,1.32,2.35,2.94,0.10,,
September,3.13,2.11,2.95,1.36,2.70,2.57,1.45,2.11,1.11,1.19,,
October,0.72,5.19,1.36,0.98,2.34,1.81,2.34,2.17,4.82,2.46,,
November,2.14,1.04,0.91,2.08,4.24,2.98,1.28,3.18,4.53,6.90,,
December,0.66,0.45,0.32,4.63,2.35,2.00,4.00,3.10,0.93,1.02,,
Total,26.43,22.94,18.04,19.61,25.58,24.30,27.78,19.09,26.41,26.74,,
Calc annual,26.43,22.94,18.04,19.61,25.58,24.30,27.78,19.09,26.41,26.74,,
Difference,0.00,0.00,-0.00,0.00,-0.00,0.00,0.00,0.00,0.00,0.00,,
