"FULBOURN FLEAM DYKE P.STA. NO.1",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,1197,,,,,,,,,,,
,,,,,,,,,,,,
,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,,
January,1.55,0.76,1.24,1.05,2.23,2.75,3.05,2.43,4.49,1.55,,
February,2.00,0.42,1.75,0.44,1.76,2.20,2.53,0.57,0.69,2.01,,
March,0.12,1.21,1.55,1.35,0.52,0.52,3.05,0.45,1.59,3.27,,
April,2.85,2.06,1.18,1.81,2.45,1.43,2.55,0.31,2.67,1.28,,
May,2.66,4.13,1.76,0.64,0.79,1.16,2.01,1.63,1.07,1.21,,
June,1.24,0.52,2.51,1.54,2.27,3.15,1.57,0.60,1.75,0.28,,
July,3.49,2.25,0.96,2.40,0.64,5.38,1.88,1.40,2.37,3.91,,
August,3.20,2.33,1.00,2.00,1.35,0.62,0.86,1.58,2.90,0.13,,
September,2.42,2.00,1.91,1.35,4.02,3.32,2.03,3.73,2.35,0.44,,
October,0.54,3.61,1.87,1.53,1.59,1.64,1.86,2.36,4.13,1.44,,
November,2.16,1.67,1.39,1.61,2.67,2.59,1.67,1.98,2.88,5.71,,
December,0.87,0.40,0.35,2.86,1.86,1.78,2.62,2.71,1.17,1.49,,
Total,23.10,21.36,17.47,18.58,22.15,26.54,25.68,19.75,28.06,22.72,,
Calc annual,23.10,21.36,17.47,18.58,22.15,26.54,25.68,19.75,28.06,22.72,,
Difference,0.00,0.00,-0.00,0.00,0.00,-0.00,-0.00,0.00,0.00,0.00,,
