"HERNE BAY (WATERWORKS)",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,319,,,,,,,,,,,
,,,,,,,,,,,,
,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,,
January,1.92,1.30,1.40,1.58,1.57,4.38,3.63,2.47,3.62,2.02,,
February,1.86,0.21,0.82,0.20,2.50,2.00,3.26,0.80,1.14,1.02,,
March,0.19,1.23,1.58,2.22,0.20,0.57,4.45,0.50,1.52,2.77,,
April,2.57,1.72,0.67,1.75,2.20,0.96,1.67,0.40,2.38,0.98,,
May,2.34,2.56,1.10,1.35,1.78,0.20,2.95,1.97,2.03,0.47,,
June,0.60,0.13,2.20,0.76,2.17,3.52,1.90,1.18,1.53,0.31,,
July,2.42,2.60,1.26,1.13,0.24,4.94,0.84,1.54,0.92,2.65,,
August,2.24,1.70,0.68,2.65,2.78,1.07,1.68,3.25,1.34,0.21,,
September,1.28,1.73,3.53,1.03,2.80,2.08,3.64,2.47,1.55,1.38,,
October,0.50,5.40,1.50,1.34,3.34,2.08,2.55,3.05,9.75,3.12,,
November,2.75,1.00,1.15,3.18,3.67,2.97,1.44,2.08,3.57,5.49,,
December,0.52,0.35,0.50,3.23,2.46,1.55,4.58,1.72,1.32,1.28,,
Total,19.19,19.93,16.39,20.42,25.71,26.32,32.59,21.43,30.67,21.70,,
Calc annual,19.19,19.93,16.39,20.42,25.71,26.32,32.59,21.43,30.67,21.70,,
Difference,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.00,,
