"BREDON (BREDON HOUSE)",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,2423,,,,,,,,,,,
,,,,,,,,,,,,
,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,,
January,1.28,2.31,2.11,2.13,0.80,3.26,3.06,2.33,4.40,2.83,,
February,2.12,0.33,2.85,0.50,1.81,2.23,3.71,0.64,0.86,2.09,,
March,0.10,1.53,2.46,1.76,0.59,1.82,3.20,0.24,1.70,1.27,,
April,2.98,3.07,1.00,2.01,3.77,2.18,2.36,0.17,2.55,2.21,,
May,3.91,6.42,2.53,1.02,1.40,0.81,1.95,1.23,0.73,2.22,,
June,4.80,1.19,2.66,0.59,3.16,3.55,1.65,0.86,1.41,0.99,,
July,3.36,1.89,1.02,0.61,0.58,4.98,4.67,2.37,4.05,2.94,,
August,3.93,6.51,0.44,2.11,1.24,0.34,1.22,2.69,2.69,0.26,,
September,3.10,3.46,1.82,2.01,3.05,2.86,2.15,2.46,0.61,0.95,,
October,0.69,4.61,3.85,1.15,3.34,1.53,2.07,2.08,3.51,3.72,,
November,3.64,1.60,0.76,2.40,4.41,2.13,2.47,2.49,3.74,3.92,,
December,0.89,1.28,0.39,5.13,3.03,2.74,1.93,2.51,1.57,1.65,,
Total,30.80,34.20,21.89,21.42,27.18,28.43,30.44,20.07,27.82,25.05,,
Calc annual,30.80,34.20,21.89,21.42,27.18,28.43,30.44,20.07,27.82,25.05,,
Difference,-0.00,0.00,0.00,0.00,-0.00,0.00,0.00,0.00,-0.00,0.00,,
