"ST AUSTELL (POLTAIR PUBLIC GARDENS)",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,1928/2,,,,,,,,,,,
,,,,,,,,,,,,
,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,,
January,,,,,,,,,8.29,3.94,,
February,,,,,,,,,2.85,6.61,,
March,,,,,,,,,2.31,4.07,,
April,,,,,,,,,3.79,3.36,,
May,,,,,,,,,2.09,1.54,,
June,,,,,,,,,3.06,0.98,,
July,,,,,,,,,8.22,3.70,,
August,,,,,,,,,2.41,0.25,,
September,,,,,,,,,0.79,2.84,,
October,,,,,,,,,4.79,4.07,,
November,,,,,,,,,8.67,8.15,,
December,,,,,,,,,3.71,5.87,,
Total,,,,,,,,,50.98,45.38,,
Calc annual,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,50.98,45.38,,
Difference,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00,0.00,,
