"DARWEN (BOLD VENTURE PARK)",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,2943,,,,,,,,,,,
,,,,,,,,,,,,
,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,,
January,7.74,6.39,3.93,4.50,3.25,7.26,4.43,6.73,6.38,2.95,,
February,8.06,0.19,5.94,0.54,7.68,3.78,7.24,2.24,5.41,2.89,,
March,0.66,3.48,3.57,3.43,1.74,4.13,2.42,2.11,3.51,4.15,,
April,3.98,4.46,2.34,3.51,4.44,1.41,4.81,0.88,3.29,4.26,,
May,2.71,4.89,2.38,4.96,1.72,0.89,2.42,4.78,1.96,0.78,,
June,6.26,1.44,3.06,2.53,3.79,4.98,2.48,5.92,4.53,1.06,,
July,5.15,4.67,3.83,2.49,2.23,5.28,2.24,5.28,8.65,5.68,,
August,5.99,1.57,4.04,5.98,2.92,3.16,2.36,4.11,3.87,3.06,,
September,4.22,7.24,1.09,4.74,9.26,6.23,2.04,3.15,1.77,5.80,,
October,3.73,9.18,5.27,8.00,10.65,6.33,2.90,11.33,2.89,5.36,,
November,9.85,4.08,2.84,3.24,6.06,7.33,2.26,8.05,10.21,7.65,,
December,2.91,2.68,0.92,8.12,5.31,5.86,3.33,6.46,3.67,6.47,,
Total,61.26,50.27,39.21,52.04,59.05,56.64,38.93,61.04,56.14,50.11,,
Calc annual,61.26,50.27,39.21,52.04,59.05,56.64,38.93,61.04,56.14,50.11,,
Difference,-0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.00,0.00,,
