"STOCKTON-ON-FOREST (WHITETHORN)",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,3448/5,,,,,,,,,,,
,,,,,,,,,,,,
,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,,
January,,,,,,,,,,1.71,,
February,,,,,,,,,,1.75,,
March,,,,,,,,,,1.90,,
April,,,,,,,,,,1.83,,
May,,,,,,,,,,2.10,,
June,,,,,,,,,,0.54,,
July,,,,,,,,,,6.47,,
August,,,,,,,,,,1.11,,
September,,,,,,,,,,1.75,,
October,,,,,,,,,2.75,3.15,,
November,,,,,,,,,2.89,3.28,,
December,,,,,,,,,1.66,2.02,,
Total,,,,,,,,,,27.61,,
Calc annual,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.30,27.61,,
Difference,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00,,
