"BIRKENHEAD (BIDSTON OBS'Y)",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,2790,,,,,,,,,,,
,,,,,,,,,,,,
,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,,
January,2.54,2.22,1.14,1.41,1.28,,,,,,,
February,2.11,0.03,2.55,0.12,2.22,,,,,,,
March,0.26,1.64,1.89,1.21,0.76,,,,,,,
April,2.12,2.77,0.79,1.69,1.76,,,,,,,
May,2.50,3.42,1.77,1.58,1.70,,,,,,,
June,4.52,1.04,2.10,1.44,3.41,,,,,,,
July,2.14,3.50,1.26,0.67,2.27,,,,,,,
August,5.58,1.48,1.76,3.75,1.47,,,,,,,
September,3.11,2.65,0.83,2.18,4.83,,,,,,,
October,1.78,5.14,3.48,4.63,3.81,,,,,,,
November,4.47,2.02,1.27,1.79,3.36,,,,,,,
December,1.20,1.31,0.54,4.09,3.48,,,,,,,
Total,32.33,27.22,19.38,24.56,30.35,,,,,,,
Calc annual,32.33,27.22,19.38,24.56,30.35,0.00,0.00,0.00,0.00,0.00,,
Difference,-0.00,0.00,0.00,0.00,0.00,NaN,NaN,NaN,NaN,NaN,,
