"KINGSTONE LISLE GARDENS",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,814,,,,,,,,,,,
,,,,,,,,,,,,
,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,,
January,1.37,2.14,2.86,2.45,,,,,,,,
February,1.84,0.00,4.79,0.24,,,,,,,,
March,0.28,2.02,3.28,1.88,,,,,,,,
April,3.14,2.43,1.17,2.24,,,,,,,,
May,2.38,8.32,1.76,0.60,,,,,,,,
June,2.97,1.25,1.88,2.11,,,,,,,,
July,3.78,3.81,1.85,1.44,,,,,,,,
August,3.78,1.08,0.65,1.47,,,,,,,,
September,2.08,1.80,1.96,0.98,,,,,,,,
October,0.73,3.97,0.97,1.67,,,,,,,,
November,3.02,1.53,0.75,1.64,,,,,,,,
December,1.13,1.22,0.50,6.54,,,,,,,,
Total,26.50,29.57,22.42,23.26,,,,,,,,
Calc annual,26.50,29.57,22.42,23.26,0.00,0.00,0.00,0.00,0.00,0.00,,
Difference,-0.00,0.00,0.00,0.00,NaN,NaN,NaN,NaN,NaN,NaN,,
