"PETERSFIELD (BROADHANGER)",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,718,,,,,,,,,,,
,,,,,,,,,,,,
,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,,
January,3.50,4.64,2.68,,,,,,,,,
February,3.22,0.20,4.73,,,,,,,,,
March,0.75,2.47,5.30,,,,,,,,,
April,4.44,4.16,0.97,,,,,,,,,
May,3.23,4.57,2.39,,,,,,,,,
June,1.76,1.15,2.02,,,,,,,,,
July,3.90,4.51,2.65,,,,,,,,,
August,6.49,2.01,1.31,,,,,,,,,
September,2.89,4.85,3.83,,,,,,,,,
October,0.75,7.61,,,,,,,,,,
November,5.28,2.78,,,,,,,,,,
December,1.11,1.41,,,,,,,,,,
Total,37.32,40.36,,,,,,,,,,
Calc annual,37.32,40.36,25.88,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,
Difference,0.00,0.00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,
